"Box","Folder","Contents"
"68","4","Documents 26-50"
"68","5","box 68, folder 5"
"68","5","Documents 51-75. Includes Ralph M. Easley"
"68","5"," "
"68","5","F (106)."
"68","6","box 68, folder 6"
"68","6","Document 1. Felix Frankfurter. Includes Robert F. Wagner, Sam Rayburn, Joseph T. Robinson"
"69","1","box 69, folder 1"
"69","1","Document 2. James Farley"
"69","2","box 69, folder 2"
"69","2","Documents 3-10. Includes Fred F. French, John H. Fahey, Louis Fischer, James Grafton Rogers"
"69","3","box 69, folder 3"
"69","3","Documents 11-25. Includes Elisha M. Friedman, Hsieh Chieh-shih, Abraham Flexner, Irving Fisher"
"69","4","box 69, folder 4"
"69","4","Documents 26-50. Includes Joseph Irwin France, Herbert Feis, James L. Fieser, John J. Faltis, Edward A. Filene"
"69","5","box 69, folder 5"
"69","5","Document 51. Farm Bureau (106/51)"
"70","1","box 70, folder 1"
"70","1","Documents 51-75. Includes Raymond B. Fosdick"
"70","2","box 70, folder 2"
"70","2","Documents 76-100"
"70","3","box 70, folder 3"
"70","3","Documents 101-132. Includes Charles Forney"
"70","3"," "
"70","3","G (107)"
"70","4","box 70, folder 4"
"70","4","Documents 1-25. Includes Paul P. Gourrich, Harry M. Shulman, Anthony J. Griffin, Sheldon Glueck, Luther Gulick, George Green"
"70","5","box 70, folder 5"
"70","5","Documents 26-50. Includes C. C. Guthrie, Parker Corning, Karl F. Geiser"
"70","6","box 70, folder 6"
"70","6","Documents 51-75. Includes C.E. Gehlke"
"71","1","box 71, folder 1"
"71","1","Documents 76-100. Includes A. A. Berle"
"71","2","box 71, folder 2"
"71","2","Documents 101-125. Includes John P. O'Brien"
"71","3","box 71, folder 3"
"71","3","Documents 126-150"
"71","3"," "
"71","3","H, I (108)"
"71","4","box 71, folder 4"
"71","4","Documents 1-10. Includes William Randolph Hearst, E. Clemens Horst, Henry J. Haskell"
"71","5","box 71, folder 5"
"71","5","Documents 11-18. Includes Robert Harriss, Max Isaac, Felix Frankfurter, Louis Howe"
"71","6","box 71, folder 6"
"71","6","Documents 19-25. Includes Henry I. Harriman, Rexford Tugwell, Charles W. Pipkin, Walter M. Higgins"
"72","1","box 72, folder 1"
"72","1","Documents 26-36. Includes Cordell Hull, Harold L. Ickes, Key Pittman, James J. Irwin, Norman Hapgood"
"72","2","box 72, folder 2"
"72","2","Documents 37-50. Includes C. Albert Henshaw, E. C. Harwood, J. Edgar Hoover, Donald C. Stone"
"72","3","box 72, folder 3"
"72","3","Documents 51-75. Includes Dwight L. Hoopingarner"
"72","4","box 72, folder 4"
"72","4","Documents 76-100. Includes Jess L. Harnage"
"72","5","box 72, folder 5"
"72","5","Documents 101-125. Includes Jane Hoey, Gladys Harrison"
"72","6","box 72, folder 6"
"72","6","Documents 125-150. Includes Woodrow Wilson (letters addressed to John M. Harlan), Carl Hayden, W. A. Harriman"
"73","1","box 73, folder 1"
"73","1","Documents 151-175"
"73","2","box 73, folder 2"
"73","2","Documents 176-200. Includes J. Louis Houle"
"73","3","box 73, folder 3"
"73","3","Documents 201-225. Includes Byron B. Harlan"
"73","4","box 73, folder 4"
"73","4","Documents 226-264. Includes W. A. Harriman, an article by Raymond Moley on prospects of war with Japan"
"73","4"," "
"73","4","J (109)"
"73","5","box 73, folder 5"
"73","5","Documents 1-25. Includes Philip C. Jessup, Benjamin A. Javits, Sylvanus P. Jermain"
"74","1","box 74, folder 1"
"74","1","Documents 26-50. Includes W. C. Jamison, A. A. Berle, Hiram Johnson"
"74","2","box 74, folder 2"
"74","2","Documents 51-75"
"74","2"," "
"74","2","K (110)"
"74","3","box 74, folder 3"
"74","3","Documents 1-25. Includes Willard M. Kiplinger"
"74","4","box 74, folder 4"
"74","4","Documents 26-50. Includes Samuel L. Kuhn, letter from Fred I. Kent referred to Moley by Franklin D. Roosevelt, Edgar Kaufman,"
"74","4","Joseph W. Kaufman"
"74","5","box 74, folder 5"
"74","5","Documents 51-75. Includes Paul U. Kellogg"
"74","6","box 74, folder 6"
"74","6","Documents 76-100"
"75","1","box 75, folder 1"
"75","1","Documents 100-125"
"75","1"," "
"75","1","L (111)"
"75","2","box 75, folder 2"
"75","2","Documents 9. Includes Rene Leon"
"75","3","box 75, folder 3"
"75","3","Documents 1-10. Includes John A. Lapp, Jean V. Lutz"
"75","4","box 75, folder 4"
"75","4","Documents 11-25. Includes Karl Llewellyn, Breckinridge Long"
"75","5","box 75, folder 5"
"75","5","Documents 26-50. Includes Huey P. Long, William Draper Lewis, Max Lowenthal"
"75","6","box 75, folder 6"
"75","6","Documents 51-75. Includes John W. Love, Maurice Leon, Simon J. Lubin, Isaac Don Levine"
"76","1","box 76, folder 1"
"76","1","Documents 76-100. Includes Walter Lippmann, Felix Frankfurter"
"76","2","box 76, folder 2"
"76","2","Documents 101-125. Includes Ronald C. Lindsay, Januarius Arthur Mullen, James M. Landis, Thomas Corcoran, Thomas O'Malley"
"76","3","box 76, folder 3"
"76","3","Documents 126-150"
"76","4","box 76, folder 4"
"76","4","Documents 151-160. Includes Norman Lombard"
"76","5","box 76, folder 5"
"76","5","Documents 161-175. Includes Augustine Lonergan"
"76","5"," "
"76","5","M (113)"
"77","1","box 77, folder 1"
"77","1","Documents 1-10. Includes Cloyd W. Miller, Paul Mazur"
"77","2","box 77, folder 2"
"77","2","Documents 11-25. Includes Frank Murphy, Francis T. Maloney, Marvin H. McIntyre, Paul B. Maunde"
"77","3","box 77, folder 3"
"77","3","Documents 26-50. Includes William G. McAdoo, Lachlan Macleay, Edwin J. Flynn, Alan P. Munro"
"77","4","box 77, folder 4"
"77","4","Documents 51-75. Includes Edward W. Melchen, James G. McDonald"
"77","5","box 77, folder 5"
"77","5","Documents 76-100. Includes Justin Miller, D. C. McAvoy, Lewis E. Myers"
"78","1","box 78, folder 1"
"78","1","Documents 101-125"
"78","2","box 78, folder 2"
"78","2","Document 127, resignation from Assistant Secretary of State position. Drafts and typescript copy"
"295","2","box 295"
"295","2","Letter from Franklin D. Roosevelt to Raymond Moley"
"295","2","after 1937"
"295","2","Conditions Governing Access"
"295","2","May not be used without permission of the Archivist."
"78","3","box 78, folder 3"
"78","3","Documents 126,128-150. Includes confidential memorandum by Moley about the London Monetary and Economic Conference, statement"
"78","3","about the Roosevelt Administration"
"78","4","box 78, folder 4"
"78","4","Documents 151-175"
"78","5","box 78, folder 5"
"78","5","Documents 176-200"
"78","6","box 78, folder 6"
"78","6","Documents 201-225"
"79","1","box 79, folder 1"
"79","1","Documents 226-250. Includes Roscoe C. Nelson, Wayne L. Morse"
"79","2","box 79, folder 2"
"79","2","Documents 251-275. Includes Charles H. Martin"
"79","3","box 79, folder 3"
"79","3","Documents 276-312. Includes Agnes Thorton Miller"
"79","3"," "
"79","3","N(114)"
"79","4","box 79, folder 4"
"79","4","Documents 1-25. Includes George W. Morris, Henry Kittredge Norton"
"79","5","box 79, folder 5"
"79","5","Documents 26-50"
"79","5"," "
"79","5","O (116)"
"79","6","box 79, folder 6"
"79","6","Documents 1-10. Includes Ambrose O'Connell, Basil O'Connor, John R. Oshei, Herman Oliphant, Robert L. O'Brien"
"80","1","box 80, folder 1"
"80","1","Documents 11-25"
"80","2","box 80, folder 2"
"80","2","Documents 26-50"
"80","2"," "
"80","2","P (117)"
"80","3","box 80, folder 3"
"80","3","Documents 1-25. Includes Harry F. Payer, Key Pittman, Francis Perkins"
"80","4","box 80, folder 4"
"80","4","Documents 26-50. Includes Claude V. Parsons, George Burnham"
"80","5","box 80, folder 5"
"80","5","Documents 51-75. Includes David I. Walsh, Fred H. Brown, C. C. Pettijohn"
"80","6","box 80, folder 6"
"80","6","Documents 76-100. Includes C. C. Pettijohn, Louis Murphy"
"80","7","box 80, folder 7"
"80","7","Documents 101-125. Includes W. B. Pine, William Phillips"
"81","1","box 81, folder 1"
"81","1","Documents 126-150. Includes D. Lane Powers, Samuel B. Pettengill"
"81","1"," "
"81","1","R(119)"
"81","2","box 81, folder 2"
"81","2","Documents 1-10. Includes Daniel C. Roper"
"81","3","box 81, folder 3"
"47","23","Documents 11-25. Includes Robert R. Reed, A.L. Romine, Samuel Rosenman. See box 47, folder 23 for letter from Eleanor Roosevelt"
"81","4","box 81, folder 4"
"81","4","Documents 26-50. Includes Joseph Remenyi, F. Ryan Duffy, William C. Ripner"
"81","5","box 81, folder 5"
"81","5","Documents 51-75. Includes Caspar L. Redfield, James H. Rand, Jr."
"82","1","box 82, folder 1"
"82","1","Documents 76-100. Includes Sam Rayburn, James Roosevelt, Bernard G. Richards"
"82","2","box 82, folder 2"
"82","2","Documents 101-125"
"82","3","box 82, folder 3"
"82","3","Documents 126-150."
"296","3","box 296"
"296","3","Letter from Franklin D. Roosevelt to Raymond Moley"
"296","3","1933 August 27"
"296","3","Conditions Governing Access"
"296","3","May not be used without permission of the Archivist."
"296","3"," "
"296","3","S (120)"
"82","4","box 82, folder 4"
"82","4","Documents 1-10. Includes W. A. Sheaffer"
"82","5","box 82, folder 5"
"82","5","Documents 11-25. Includes Claude A. Swanson, Bruce Smith, Herbert Bayard Swope, U. S. Stone"
"82","6","box 82, folder 6"
"82","6","Documents 26-50. Includes Kemper Simpson, Felix Frankfurter, A. J. Sabath"
"83","1","box 83, folder 1"
"83","1","Documents 51-75. Includes Belle Sherwin, Theodore Schroeder"
"83","2","box 83, folder 2"
"83","2","Documents 76-100. Includes Hugh M. Spencer, James F. Byrnes, Elmer Thomas, Thorsten Sellin"
"83","3","box 83, folder 3"
"83","3","Documents 101-125. Includes F. H. Shoemaker, Robert H. Sexton, Morris Sheppard, Vladimir G. Simkhovitch"
"83","4","box 83, folder 4"
"83","4","Documents 126-150. Includes Alexander Sachs, Charles D. Millard, Albert B. Storms"
"83","5","box 83, folder 5"
"83","5","Documents 151-175. Includes Martin L. Sweeney, John T. Sweeney, Fred R. Sowers"
"83","6","box 83, folder 6"
"83","6","Documents 176-200. Includes W. J. Sears, A. A. Berle"
"84","1","box 84, folder 1"
"84","1","Documents 201-225"
"84","2","box 84, folder 2"
"84","2","Documents 226-250"
"84","3","box 84, folder 3"
"84","3","Documents 251-259. Includes Martin L. Sweeney"
"84","4","box 84, folder 4"
"84","4","Documents 260-275. Includes Martin L. Sweeney"
"84","5","box 84, folder 5"
"84","5","Documents 276-300. Includes Key Pittman"
"84","5"," "
"84","5","T(121)"
"84","6","box 84, folder 6"
"84","6","Documents 1-25. Includes Alfred Truitt, Guy A. Thompson, Joseph B. Thomas, Charles W. Tausig, Fred Telford, Rexford G. Tugwell"
"85","1","box 85, folder 1"
"85","1","Documents 26-50. Includes Charles F. Thwing"
"85","2","box 85, folder 2"
"85","2","Document 37. Columns published by Valentine Thomson. Drafts in English, printed version in French"
"85","3","box 85, folder 3"
"85","3","Documents 51-75. Includes Elmer Thomas"
"85","4","box 85, folder 4"
"85","4","Documents 76-100. Includes Elmer Thomas"
"85","5","box 85, folder 5"
"85","5","U (122). Documents 1-4"
"85","6","box 85, folder 6"
"85","6","V (123). Documents 1-31. Includes Cornelius Vanderbilt with a note from Franklin D. Roosevelt, W. A. Vincent"
"85","6"," "
"85","6","W (124)"
"85","7","box 85, folder 7"
"85","7","Documents 1-25. Includes Quincy Wright, Frank C. Walker, a letter from Linsley Williams referred by Franklin D. Roosevelt"
"85","7","to Moley, Howell Wright"
"85","8","box 85, folder 8"
"85","8","Documents 26-40"
"85","9","box 85, folder 9"
"85","9","Documents 41-45. Includes letter referred by Eleanor Roosevelt to Moley, William H. Woodin"
"86","1","box 86, folder 1"
"86","1","Documents 46-50. Includes J. Mark Wilcox"
"86","2","box 86, folder 2"
"86","2","Documents 51-75. Includes I. Maurice Wormser"
"86","3","box 86, folder 3"
"86","3","Documents 76-100"
"86","4","box 86, folder 4"
"86","4","Documents 101-125. Includes David I. Walsh"
"86","5","box 86, folder 5"
"86","5","Documents 126-150. Letter from William Green referred by Franklin D. Roosevelt to Moley"
"86","6","box 86, folder 6"
"86","6","Documents 151-175"
"86","7","box 86, folder 7"
"86","7","X, Y, Z (125) Documents 1-21. Includes George W. York"
"86","7"," "
"86","7","SPECIAL CORRESPONDENCE"
"86","7","1902-1966"
"86","7","Scope and Contents note"
"86","7","Correspondence relating to special projects or subjects, arranged as listed"
"87","1","box 87, folder 1"
"87","1","Letters of recommendation"
"87","1","1902-1912"
"87","2","box 87, folder 2"
"87","2","Correspondence relating to guardianship and estate of Elizabeth Kane"
"87","2","1915-1924"
"87","2"," "
"87","2","Letters from applicants seeking government employment"
"87","2","1933"
"87","3","box 87, folder 3-5"
"87","3","A-R"
"88","1","box 88, folder 1"
"88","1","S-Z"
"88","2","box 88, folder 2"
"88","2","Letters requesting the President's autograph"
"88","2","1933"
"88","3","box 88, folder 3"
"88","3","Letters of congratulations for appointment to Assistant Secretary of State"
"88","3","1933"
"88","4","box 88, folder 4"
"88","4","Letters about attending the London Monetary and Economic Conference"
"88","4","1933"
"88","5","box 88, folder 5"
"88","5","Letters of congratulations for founding"
"88","5","Today Magazine"
"88","5","1933"
"88","6","box 88, folder 6-7"
"88","6","Correspondence relating to plans for"
"88","6","Today Magazine"
"88","6","1933"
"89","1","box 89, folder 1-5"
"89","1","Invitations to speak"
"89","1","1933-1935"
"89","6","box 89, folder 6"
"89","6","Letters of congratulations for publication of"
"89","6","Are We Movie Made?"
"89","6","1938"
"90","1","box 90, folder 1"
"90","1","Correspondence relating to Franklin D. Roosevelt's proposal to reform the Supreme Court, Includes correspondence with numerous"
"90","1","members of Congress"
"90","1","1937."
"90","1"," "
"90","1","Controversy over"
"90","1","After Seven Years"
"90","1","1939"
"90","2","box 90, folder 2-3"
"90","2","Unfavorable"
"90","4","box 90, folder 4"
"90","4","Favorable"
"90","5","box 90, folder 5"
"90","5","Correspondence relating to"
"90","5","Saturday Evening Post serialization of"
"90","5","After Seven Years"
"90","5","1939-1941"
"90","6","box 90, folder 6"
"90","6","Letters relating to speech, ""The Third Term,"" Stamford, Connecticut"
"90","6","October 1, 1940"
"91","1","box 91, folder 1"
"91","1","Syndication of newspaper column"
"91","1","1943-1951"
"91","2","box 91, folder 2-7"
"91","2","Correspondence relating to newspaper articles about highway slaughter, education in Little Rock and South Carolina, Moley's"
"91","2","25 years in journalism, the human approach to racial integration, ""right-to-work"" issue and clergy involvement in the public"
"91","2","arena, Americans for Constitutional Action"
"91","2","1953-1958"
"91","8","box 91, folder 8"
"91","8","Letters relating to the Presidential campaign, 1960"
"91","8","1960"
"91","9","box 91, folder 9"
"91","9","Letters sent acknowledging congratulations on anniversary of Moley's 30th year with"
"91","9","Newsweek"
"91","9","1963"
"91","10","box 91, folder 10"
"91","10","Letters of congratulation on birthday"
"91","10","1966"
"91","10"," "
"91","10","INDEXED SUBJECT FILE"
"91","10","1932-1938"
"91","10","Scope and Contents note"
"91","10","Reports, memoranda, letters, telegrams, despatches and instructions, notes, clippings, and printed matter, arranged alphabetically"
"91","10","by subject. An item-by-item name and subject index to this series as prepared during the writing of Moley's book"
"91","10","After Seven Years (1939) is in the INDEXED CARD FILE"
"92","1","box 92, folder 1-2"
"92","1","26/1-23 Suggestions for Speeches"
"92","3","box 92, folder 3"
"92","3","27 Agriculture"
"92","4","box 92, folder 4"
"92","4","28/1-28 Agriculture"
"92","5","box 92, folder 5-7"
"92","5","29/1-59 Agriculture"
"93","1","box 93, folder 1-5"
"93","1","29a/ 1-56 Agriculture"
"94","1","box 94, folder 1-2"
"94","1","29a/ 57-84 Agriculture"
"94","3","box 94, folder 3"
"94","3","29b/ 1-3 Agriculture"
"94","4","box 94, folder 4"
"94","4","30/1-5 Alaska"
"94","5","box 94, folder 5"
"94","5","31/1-14 Americanization"
"94","6","box 94, folder 6-7"
"94","6","32/1-31 Bonus Bill and Veterans"
"94","8","box 94, folder 8"
"94","8","33/1-7 Chain Store Legislation"
"95","1","box 95, folder 1-3"
"95","1","34/1-32 Credits and Corporations"
"95","4","box 95, folder 4-6"
"95","4","34a/ 1-14 Credits and Corporations"
"96","1","box 96, folder 1-3"
"96","1","34a/ 15-34 Credits and Corporations"
"96","4","box 96, folder 4-7"
"96","4","34b/ 1-42 Credits and Corporations"
"97","1","box 97, folder 1-4"
"97","1","34b/ 43-92 Credits and Corporations"
"97","5","box 97, folder 5"
"97","5","35 Economic Council"
"97","6","box 97, folder 6"
"97","6","36 Federal Courts"
"97","7","box 97, folder 7"
"97","7","37/NP Foreign Relations"
"98","1","box 98, folder 1-2"
"98","1","37/1-43 Foreign Relations"
"98","3","box 98, folder 3-5"
"98","3","37a/ 1-38 Foreign Relations"
"99","1","box 99, folder 1-6"
"99","1","37b/ 1-68 Foreign Relations"
"100","1","box 100, folder 1"
"100","1","37b/ 69-93 Foreign Relations"
"100","2","box 100, folder 2-3"
"100","2","37c/ 1-40 Foreign Relations, Russia"
"100","4","box 100, folder 4"
"100","4","37d/1-9 Foreign Relations, German Trade"
"100","5","box 100, folder 5-6"
"100","5","37w/ 1-24 Foreign Relations, Nazism"
"101","1","box 101, folder 1"
"101","1","37w/ 25-33 Foreign Relations, Nazism"
"101","2","box 101, folder 2"
"101","2","37x/ 1-11 Foreign Relations, London Monetary and Economic Conference"
"101","3","box 101, folder 3-8"
"101","3","37xx/ 1-21A Foreign Relations, London Monetary and Economic Conference"
"102","1","box 102, folder 1-2"
"102","1","37xx/ 22-88 Foreign Relations, London Monetary and Economic Conference"
"102","3","box 102, folder 3"
"102","3","38/NP Governmental Economy"
"102","4","box 102, folder 4-6"
"102","4","38/1-56 Governmental Economy"
"103","4","box 103"
"103","4","38a/ 1-66 Governmental Economy"
"104","1","box 104, folder 1"
"104","1","38a/ 67-75 Governmental Economy"
"104","2","box 104, folder 2-3"
"104","2","39/1-28 International Debts"
"104","4","box 104, folder 4-6"
"104","4","40/1-45 International Debts"
"105","1","box 105, folder 1-7"
"105","1","40a/ 1-129 International Debts"
"106","1","box 106, folder 1-4"
"106","1","41 Lippmann, Walter"
"107","1","box 107, folder 1-2"
"107","1","42/1-32 Money"
"107","3","box 107, folder 3"
"107","3","42/NP Money"
"107","4","box 107, folder 4-7"
"107","4","43/1-69 Money"
"108","1","box 108, folder 1-3"
"108","1","43/70-114 Money"
"109","1","box 109, folder 1"
"109","1","43b/ 1-12 Money Stabilization"
"109","2","box 109, folder 2"
"109","2","43c/ 1-22 Money, Inflation"
"109","3","box 109, folder 3"
"109","3","44/1-30 Prohibition"
"109","4","box 109, folder 4"
"109","4","45/NP Power"
"109","5","box 109, folder 5-6"
"109","5","45/1-36 Power"
"110","1","box 110, folder 1-4"
"110","1","45/37-65 Power"
"111","1","box 111, folder 1-3"
"111","1","45/66-96 Power"
"111","5","box 111, folder 5"
"111","5","46/1-10 Power, Inland Waterways"
"111","6","box 111, folder 6"
"111","6","47/1-15 Reconstruction Finance Corporation"
"112","1","box 112, folder 1-5"
"112","1","48/1-63 Railroads"
"113","1","box 113, folder 1-4"
"113","1","50/1-61 Unemployment Relief"
"113","5","box 113, folder 5"
"113","5","50a/ 1-8 Unemployment Relief"
"114","1","box 114, folder 1-6"
"114","1","50a/ 9-36 Unemployment Relief"
"114","7","box 114, folder 7"
"114","7","51/1-6 Interior Department"
"114","8","box 114, folder 8"
"114","8","51/7 Interior Department, Indian Affairs"
"114","9","box 114, folder 9"
"114","9","51/8-11 Interior Department"
"115","1","box 115, folder 1-3"
"115","1","52/1-26 Tariff"
"115","4","box 115, folder 4-6"
"115","4","52a/ 1-32 Tariff"
"116","1","box 116, folder 1"
"116","1","53/1-7 Intra-nationalism"
"116","2","box 116, folder 2-6"
"116","2","54/1-42 Industrial Recovery"
"117","1","box 117, folder 1-2"
"117","1","55/1-19 Crime and Crime Prevention"
"117","3","box 117, folder 3-4"
"117","3","56/1-24 Ships and Shipping"
"117","5","box 117, folder 5"
"117","5","57/1-3 Executive Powers"
"118","1","box 118, folder 1-3"
"118","1","58/1-15 Social Insurance"
"118","1"," "
"118","1","SPEECHES"
"118","1","1932-1960."
"118","1","Scope and Contents note"
"118","1","Speeches, addresses, radio broadcasts, and interviews of Moley, arranged chronologically. See also SPEECHES AND WRITINGS,"
"118","1","1914-1968"
"119","1","box 119, folder 1"
"119","1","Cleveland City Club Address"
"119","1","October 15, 1932"
"119","2","box 119, folder 2"
"119","2","Rochester Chamber of Commerce Address"
"119","2","January 16, 1933"
"119","3","box 119, folder 3"
"119","3","Columbia Alumni Address"
"119","3","February 13, 1933"
"119","4","box 119, folder 4"
"119","4","Cincinnati Address"
"119","4","March 17, 1933"
"119","5","box 119, folder 5"
"119","5","Radio Address on London Conference"
"119","5","May 20, 1933"
"119","6","box 119, folder 6"
"119","6","Welfare Council Address"
"119","6","May 23, 1933"
"119","7","box 119, folder 7"
"119","7","Liberal Conference Address"
"119","7","September 8, 1933"
"119","8","box 119, folder 8"
"119","8","Cleveland Address"
"119","8","October 31, 1933"
"119","9","box 119, folder 9"
"119","9","American Institute of Banking (Cleveland) Address, (?) (no text or notes)"
"119","9","November 1, 1933"
"119","10","box 119, folder 10"
"119","10","Barnard Alumnae Association Address"
"119","10","November 2, 1933"
"119","11","box 119, folder 11"
"119","11","Pittsburgh Address (Amen Corner)"
"119","11","November 4, 1933"
"119","12","box 119, folder 12"
"119","12","Washington and Jefferson College Address"
"119","12","November 4, 1933"
"119","13","box 119, folder 13"
"119","13","Youngstown Address, (no text or notes)"
"119","13","November 11, 1933"
"119","14","box 119, folder 14"
"119","14","Association of National Advertisers Address"
"119","14","November 14, 1933"
"119","15","box 119, folder 15"
"119","15","Nebraska Bankers' Association Address"
"119","15","November 16, 1933"
"119","16","box 119, folder 16"
"119","16","Columbia University Address"
"119","16","December 14, 1933"
"119","17","box 119, folder 17"
"119","17","NBC Radio Address"
"119","17","December 26, 1933"
"120","1","box 120, folder 1"
"120","1","Address before the Governor's Conference on Crime"
"120","1","September 30, 1935"
"120","2","box 120, folder 2"
"120","2","Association of Buying Offices Address"
"120","2","November 26, 1935"
"120","3","box 120, folder 3"
"120","3","Barnard Alumnae Meeting Address"
"120","3","March 4, 1936"
"120","4","box 120, folder 4"
"120","4","Scranton Century Club Address"
"120","4","March 13, 1936"
"120","5","box 120, folder 5"
"120","5","Young Democrats Address, (?), (suggestions for address)"
"120","5","April 13, 1936"
"120","6","box 120, folder 6"
"120","6","National Association of Manufacturers Address"
"120","6","April 24, 1936"
"120","7","box 120, folder 7"
"120","7","New York National Economy League Address"
"120","7","May 26, 1936"
"120","8","box 120, folder 8"
"120","8","CBS Radio Address"
"120","8","May 29, 1936"
"120","9","box 120, folder 9"
"120","9","Advertising Federation of America Address"
"120","9","July 1, 1936"
"120","10","box 120, folder 10"
"120","10","NBC Radio Broadcast"
"120","10","September 23, 1936"
"120","11","box 120, folder 11"
"120","11","Association of National Advertisers Address"
"120","11","October 9, 1936"
"120","12","box 120, folder 12"
"120","12","National Association of Manufacturers Address"
"120","12","December 10, 1936"
"120","13","box 120, folder 13"
"120","13","National Federation of Sales Executives Address"
"120","13","December 15, 1936"
"121","1","box 121, folder 1"
"121","1","Santa Barbara Address"
"121","1","January 4, 1937"
"121","2","box 121, folder 2"
"121","2","CBS Bank Program Address"
"121","2","February 26, 1937"
"121","3","box 121, folder 3"
"121","3","American Association of Advertising Agencies Address"
"121","3","April 30, 1937"
"121","4","box 121, folder 4"
"121","4","National Association of Manufacturers Movie Statement"
"121","4","April 1937"
"121","5","box 121, folder 5"
"121","5","Toledo Chamber of Commerce Address"
"121","5","May 7, 1937"
"121","6","box 121, folder 6"
"121","6","University of Toledo Address"
"121","6","May 17, 1937"
"121","7","box 121, folder 7"
"121","7","Station WOR Address"
"121","7","May 13, 1937"
"121","8","box 121, folder 8"
"121","8","National Association of Shirt and Pajama Manufacturers Address"
"121","8","May 17, 1927"
"121","9","box 121, folder 9"
"121","9","Illinois Bankers' Association Address"
"121","9","May 25, 1937"
"121","10","box 121, folder 10"
"121","10","American Defense Society Address"
"121","10","June 14, 1937"
"121","11","box 121, folder 11"
"121","11","Hardware Manufacturers Statistical Association Address"
"121","11","September 16, 1937"
"121","12","box 121, folder 12"
"121","12","Passaic Community Forum Address"
"121","12","September 27, 1937"
"121","13","box 121, folder 13"
"121","13","American Institute of Accountants Address"
"121","13","October 19, 1937"
"121","14","box 121, folder 14"
"121","14","Illinois Manufacturers' Costs Association Address"
"121","14","October 26, 1937"
"121","15","box 121, folder 15"
"121","15","United States Brewers' Association Address"
"121","15","October 27, 1937"
"121","16","box 121, folder 16"
"121","16","Boston Beacon Society Address, (no text or notes)"
"121","16","November 6, 1937"
"121","17","box 121, folder 17"
"121","17","Syracuse University Address"
"121","17","November 1937"
"121","18","box 121, folder 18"
"121","18","Temple Beth-El Address"
"121","18","November 10, 1937"
"121","19","box 121, folder 19"
"121","19","Station KTMS Radio Interview"
"121","19","November 29, 1937"
"121","20","box 121, folder 20"
"121","20","Cleveland Advertising Club Address"
"121","20","December 15, 1937"
"122","1","box 122, folder 1"
"122","1","Allie S. Freed Eulogy"
"122","1","January 14, 1938"
"122","2","box 122, folder 2"
"122","2","Buffalo Club Address"
"122","2","February 12, 1938"
"122","3","box 122, folder 3"
"122","3","La Grange Legion Address"
"122","3","February 13, 1938"
"122","4","box 122, folder 4"
"122","4","Eastern Illinois State Teachers College Address"
"122","4","February 14, 1938"
"122","5","box 122, folder 5"
"122","5","Newton Community Forum Address"
"122","5","February 20, 1938"
"122","6","box 122, folder 6"
"122","6","Waterbury, Conn., Radio Address"
"122","6","February 28, 1938"
"122","7","box 122, folder 7"
"122","7","Chicago Union League Club Address"
"122","7","March 3, 1938"
"122","8","box 122, folder 8"
"122","8","New York City Town Hall Address"
"122","8","March 30, 1938"
"122","9","box 122, folder 9"
"122","9","Santa Barbara Radio Address"
"122","9","April 26, 1938"
"122","10","box 122, folder 10"
"122","10","Meetings with"
"122","10","Newsweek advertisers in San Francisco and Denver"
"122","10","April 1938"
"122","11","box 122, folder 11"
"122","11","Poor Richard Club Address"
"122","11","May 10, 1938"
"122","12","box 122, folder 12"
"122","12","Detroit Economic Club Address"
"122","12","May 16, 1938"
"122","13","box 122, folder 13"
"122","13","National Association of Purchasing Agents Address"
"122","13","May 23, 1938"
"122","14","box 122, folder 14"
"122","14","National Conference of State Liquor Administrators Address"
"122","14","June 13, 1938"
"122","15","box 122, folder 15"
"122","15","California Commonwealth Club Address"
"122","15","June 17, 1938"
"122","16","box 122, folder 16"
"122","16","Stanford University Address"
"122","16","June 18, 1938"
"122","17","box 122, folder 17"
"122","17","Ohio University Address, (no text or notes)"
"122","17","July 14, 1938"
"122","18","box 122, folder 18"
"122","18","Committee of One Hundred Address (Painesville, Ohio)"
"122","18","August 2, 1938"
"122","19","box 122, folder 19"
"122","19","Station WMCA Radio Address (New York City), (and other material for John O'Connor Campaign)"
"122","19","September 17, 1938,"
"123","1","box 123, folder 1"
"123","1","Newark Advertising Club Address"
"123","1","October 20, 1938"
"123","2","box 123, folder 2"
"123","2","New York Herald Tribune Forum Address"
"123","2","October 25, 1938"
"123","3","box 123, folder 3"
"123","3","G. P. Putnam's Sons Address"
"123","3","October 27, 1938"
"123","4","box 123, folder 4"
"123","4","American Institute of Electrical Engineers Address (Pittsfield, MA), (no text or notes)"
"123","4","November 1, 1938"
"123","5","box 123, folder 5"
"123","5","Syracuse Association of Credit Men Address"
"123","5","November 8, 1938"
"123","6","box 123, folder 6"
"123","6","Chicago Association of Commerce Address"
"123","6","November 9, 1938"
"123","7","box 123, folder 7"
"123","7","Graduate Teachers College Address (Winnetka, IL)"
"123","7","November 9, 1938"
"123","8","box 123, folder 8"
"123","8","Chicago Commonwealth Club Address, (no text or notes)"
"123","8","November 10, 1938"
"123","9","box 123, folder 9"
"123","9","Chicago Athletic Association Address, (no text or notes)"
"123","9","November 10, 1938"
"123","10","box 123, folder 10"
