"","date","entryDate","year1","Title","Abstract","StoreId","filename1","filename"
"1619",1951-03-09,"Mar 9, 1951",1951,"Federal Jobs Up for Sale as Truman Settles Scores","A few weeks ago it was duly noted in the press that State administrators of price stabilization were being appointed on the basis of straight party regularity. Lame ducks and party officials were on the preferred list.",166226904,"166226904_1","166226904_1.pdf"
"1620",1951-03-17,"Mar 17, 1951",1951,"Cost of Welfare State Shows Up in Income Tax","These have been taxpaying days for millions of Americans. And it is probable that a large proportion, untill this week, never appreciated how fast the burden has been growing since the day when the much abused 80th Con-...",166225944,"166225944_1","166225944_1.pdf"
"1621",1951-08-28,"Aug 28, 1951",1951,"BARKLEY HEDGES","Vice-President Alben Barkley has always been regarded by Senate colleagues of both parties as a fair-minded and likable man. He is a gentleman and a Democrat of the old school who, within the limits of strict partisanship, has...",166225647,"166225647_1","166225647_1.pdf"
"1622",1951-07-31,"Jul 31, 1951",1951,"SHIFTING FORTUNES IN THE WATER WARS","In the fierce battles with Fair Dealers in the Northwest and bureaucrats from Washington over the plan for a Socialistic Columbia Valley administration--a battle which now seems to be running against the Fed-...",166224969,"166224969_1","166224969_1.pdf"
"1623",1951-02-06,"Feb 6, 1951",1951,"Organized Crime Still With Us in New Forms","Since those days, 30-odd years ago, when Chicago, Cleveland and other cities bestirred themselves about the problem of organized crime, a great many things have hap",166223965,"166223965_1","166223965_1.pdf"
"1624",1951-03-13,"Mar 13, 1951",1951,"The Egg and Mr. Attlee; a Blunder in Socialism","It would be a strange and ignominious end if His Majesty's Socialist government of Great Britain were to fall because of a question of chicken feed. I don't mean small change, but the real food eaten by poultry.",166223420,"166223420_1","166223420_1.pdf"
"1625",1951-04-07,"Apr 7, 1951",1951,"Truman Budget Guess Was Not Well Informed","It is to be hoped that no one will question its propriety if the writer of this column ventures the claim: """"I told you so."""" In a column published in this and other newspapers on approximately Jan. 24 this year, the statement was made...",166223380,"166223380_1","166223380_1.pdf"
"1626",1951-07-10,"Jul 10, 1951",1951,"EISENHOWER RUMORS","A year hence we shall know the names of the two people between whom we shall make a selection for the next President. Perhaps the wisest thing we could do would be to wait those 12 months before we attempt to guess the names...",166223211,"166223211_1","166223211_1.pdf"
"1627",1951-04-17,"Apr 17, 1951",1951,"SHOWDOWN ON POLICY","It is placing a very low estimate on the foresight of an extraordinarily intelligent man to believe that Gen. MacArthur did not plan it that way. Also, to assume that he did not realize that this means of exit would provide him with...",166222187,"166222187_1","166222187_1.pdf"
"1628",1951-09-25,"Sep 25, 1951",1951,"BRITISH POLITICIANS CAN INSTRUCT OURS","In almost every line of activity the United Kingdom is less efficient than the United States.",166220692,"166220692_1","166220692_1.pdf"
"1629",1951-07-21,"Jul 21, 1951",1951,"The Dixiecrats Prepare for States' Rights Fight","By an interesting coincidence, two speeches were made on June 25 by United States Senators which may well be the opening of hostilities in a conflict of great historical importance.",166220378,"166220378_1","166220378_1.pdf"
"1630",1951-08-11,"Aug 11, 1951",1951,"Oil From Western Shale Promises Vast Reserve","While great international tensions prevail over supplies of oil in the Middle East and elsewhere, the Federal government is quietly proceeding with an enterprise which may in years to come protect this country...",166219587,"166219587_1","166219587_1.pdf"
"1631",1951-10-27,"Oct 27, 1951",1951,"A Piece of U.S. Fiction Which Will Aid Russia","The most recent issue of Collier's magazine is devoted to a piece of fiction that should never have been written. If written, it should never have been published. It is exactly the sort of thing that Soviet propaganda will use to...",166218892,"166218892_1","166218892_1.pdf"
"1632",1951-10-12,"Oct 12, 1951",1951,"HOW TAFT COULD WIN","The biggest roadblock on Taft's route to the White House is the conviction of many Republicans that he cannot be elected if nominated.",166218590,"166218590_1","166218590_1.pdf"
"1633",1951-02-08,"Feb 8, 1951",1951,"TAX MONEY STOCKPILE","Apparently President Truman decided that to demand new taxes for all of his S16,500,000,000 estimated 1952 deficit might expose the whole phony skeleton of his budget. So he decided to divide the fraud in two installments, on...",166216960,"166216960_1","166216960_1.pdf"
"1634",1951-04-18,"Apr 18, 1951",1951,"Everything Is Fine If You Don't Look Closely","In an excellent new book, """"The New Welfare State,"""" a talented, practical economist, Jules Abels, points out how implicitly the advocates of the welfare state depend upon appearances rather than realities.",166213456,"166213456_1","166213456_1.pdf"
"1635",1951-02-17,"Feb 17, 1951",1951,"Taxing Co-operatives; a Problem in Politics","At long last the President and his Secretary of the Treasury have made a very feeble suggestion that co-operatives in business competing with heavily taxed corporations be denied the tax exemption privileges that they now enjoy.",166213072,"166213072_1","166213072_1.pdf"
"1636",1951-09-22,"Sep 22, 1951",1951,"Truman's Skipping Over Mail Rate May Rebound","The facts do not justify the President's charge that the governments postal rates are a subsidy to newspapers and magazines. From the days of George Washington these rates have been regarded as a subsidy to those who read...",166212680,"166212680_1","166212680_1.pdf"
"1637",1951-05-19,"May 19, 1951",1951,"Arizona Water Project; a Bia Grab for a Few","Since President Truman is the current scapegoat for all the nation's troubles, it may be refreshing to turn from his sins and shortcomings and contemplate a proposal for spending for which he has no re sponsibility, the Central Ari-...",166212622,"166212622_1","166212622_1.pdf"
"1638",1951-06-09,"Jun 9, 1951",1951,"Why Mistakes at Yalta Now Appear So Stupid","In their questions on Yalta the Senators, as well as Acheson in his answers, seem to consider the Yalta concessions in Asia as a thing apart.",166212555,"166212555_1","166212555_1.pdf"
"1639",1951-04-27,"Apr 27, 1951",1951,"THE JUNGLE FIGHT","As the great MacArthur controversy proceeds it becomes increasingly evident that the real struggle is not among military men but between MacArthur and the State Department.",166212379,"166212379_1","166212379_1.pdf"
"1640",1951-06-04,"Jun 4, 1951",1951,"THE TAX MUDDLE","If ever there was presented in Congress a picture of utter confusion, it is in current efforts to agree upon a tax program. This is not unusual in the making of tax legislation, but it is made worse this year because of the results of ridic-...",166212377,"166212377_1","166212377_1.pdf"
"1641",1951-07-28,"Jul 28, 1951",1951,"Some Fancy Accounting in Arizona Water Plan","BOISE, Ida.--As I have traveled westward, through Yellowstone Park and into this productive and prosperous basin of the Snake River, my major reactions have been to the natural treasures and beauties of the region and to...",166211932,"166211932_1","166211932_1.pdf"
"1642",1951-06-06,"Jun 6, 1951",1951,"Apparently His Friends Won't Tell Mr. Acheson","A part of the amazing capacity of Dean Acheson to remain in office may appear in his testimony before the Senate committees, but the major secret of his tenacity may never appear in words. It is, in fact, an unfathomable puzzle...",166211806,"166211806_1","166211806_1.pdf"
"1643",1951-03-24,"Mar 24, 1951",1951,"Only the Congress Can Settle Tidelands Chaos","DALLAS--The Korean war has probably driven from the minds of people in the inland States the war between the Federal government and Texas over the ownership of the oil-bearing tidelands. But the subject is certainly not dead...",166211523,"166211523_1","166211523_1.pdf"
"1644",1951-02-10,"Feb 10, 1951",1951,"Truman Flouts Intent of Federal Reserve Act","We are learning fast that a President whose limited respect for great constitutional principles is matched only by his stubborn drive for power can become a greater danger to those principles than strong but informed Presidents like...",166210938,"166210938_1","166210938_1.pdf"
"1645",1951-03-20,"Mar 20, 1951",1951,"INTERLUDE OF CALM","Nov, with more than half of March gone, the time has arrived when, according to some American commentators, war was to break in the Balkans. In fact, a few commentators have gone over there to see the beginning of the third...",166209137,"166209137_1","166209137_1.pdf"
"1646",1951-06-23,"Jun 23, 1951",1951,"Triumph for Socialism: Fewer Rich; More Poor","The England of old is not dying. It is just fading away. The social revolution has come but not gone. It did not come slowly and stealthily, but with the rush of a hurricane.",166208100,"166208100_1","166208100_1.pdf"
"1647",1951-05-24,"May 24, 1951",1951,"EVERYONE'S ANXIOUS","It seems odd to note that the stock market and President Truman are manifesting erratic behavior these days and that the same factor is largely responsible in both cases.",166204871,"166204871_1","166204871_1.pdf"
"1648",1951-02-19,"Feb 19, 1951",1951,"RFC, an Agency Which Has Outlived Its Great Purpose","President Truman's nomination of the Reconstruction Finance Corp. directors, three of whom are seriously criticized in the Fulbright report, presents a challenge which the Senate should meet head on. It should reconstruct the RFC...",166204095,"166204095_1","166204095_1.pdf"
"1649",1951-02-07,"Feb 7, 1951",1951,"Truman Shares Spoils in Setting Up Controls","On a trip to Nebraska and Iowa it is easy to note a growing cynicism concerning the first steps taken by the President in meeting his proclaimed emergency.",166202950,"166202950_1","166202950_1.pdf"
"1650",1951-06-19,"Jun 19, 1951",1951,"Some of Our Troubles With Japanese Peace","It is not improbable that, except for the preoccupation of the Senate over Asiatic policy, the war with Japan might have been summarily ended by Congress, as was the war with Germany 30 years ago.",166202549,"166202549_1","166202549_1.pdf"
"1651",1951-07-22,"Jul 22, 1951",1951,"Some of the Overtones of Youngdahl's New Job","It could not have been mere coincidence that within the space of days Sen. Hubert Humphrey introduced and sponsored President Truman's controversial civil rights program in the Senate and at the same time...",166200923,"166200923_1","166200923_1.pdf"
"1652",1951-01-13,"Jan 13, 1951",1951,"Price-Freeze Idea Held Best Bet for Silly Prize","It is a bit early to award a prize for the most absurd idea generated by the emergency, but until a real genius of folly comes along, Price Administrator Michael V. DiSalle heads the nominations.",166199798,"166199798_1","166199798_1.pdf"
"1653",1951-02-23,"Feb 23, 1951",1951,"We Must Arm but Still Guard Against Collapse","A farsighted businessmen commented recently, after a visit to Washington, that it is not too early to think about what should be done when, after a year and a half or two years and no war intervenes, we have reached major goals...",166199702,"166199702_1","166199702_1.pdf"
"1654",1951-05-05,"May 5, 1951",1951,"The President's World of Informed Isolation","John Hersey in a very capable reporter. He proved that in his remarkable story of the effects of the bomb upon the people of Hiroshima. His literary capacity was demonstrated in his """"A Bell for Adano.",166199376,"166199376_1","166199376_1.pdf"
"1655",1951-05-03,"May 3, 1951",1951,"HUEY LONG IN BRITAIN","In a column written from London during the Parliamentary campaign in February, 1950, I said that if Britain is ever so unfortunate as to have a Socio-Communist dictator, Aneurin Bevan would be the man.",166198731,"166198731_1","166198731_1.pdf"
"1656",1951-06-08,"Jun 8, 1951",1951,"A Prophet Forecasts Truman Will Run Again","Political prophecies are always subject to revision, but at the moment this writer ventures the guess that President Truman will run in 1952. There are very wise people who do not agree with that guess and their reasons merit...",166198424,"166198424_1","166198424_1.pdf"
"1657",1951-03-03,"Mar 3, 1951",1951,"The White House Has Grown Into a Bureau","Time was, half a century ago, when the President transacted his business in his own residence--the White House proper. He was assisted by a secretary whom he brought with him when he took office, a few clerks and stenographers...",166196451,"166196451_1","166196451_1.pdf"
"1658",1951-04-03,"Apr 3, 1951",1951,"U.S. Public Puzzled by Korea War","Durinig the War of 1812 it became very common throughout the country to call that conflict """"Mr. Madison's war."""" As scattered fighting during three years became more and more indecisive, with no great glory for Ameri-...",166196210,"166196210_1","166196210_1.pdf"
"1659",1951-01-26,"Jan 26, 1951",1951,"Truman's Tax Program Paints a False Picture","The passion of President Truman for higher and still higher discriminatory taxes may still justify the Republican taunt, """"High Tax Harry."""" For it is hard to see any immediate situation which requires hasty and drastic rais-...",166195691,"166195691_1","166195691_1.pdf"
"1660",1951-06-22,"Jun 22, 1951",1951,"WAGES AND OUTPUT","In the package deals with unions, now embodied in wage contracts, certain big companies have granted productivity increases.",166195004,"166195004_1","166195004_1.pdf"
"1661",1951-07-14,"Jul 14, 1951",1951,"Russia Fears Mao's Rise, Jap Businessman Thinks","In a letter to me a well-informed Japanese businessman states his interpretation of the reasons why Soviet Russia may have desired an end to the fighting in Korea.",166194525,"166194525_1","166194525_1.pdf"
"1662",1951-02-20,"Feb 20, 1951",1951,"Dewey Turns His Vigor to Dividing His Party","Gov. Dewey has a habit of using Lincoln's Birthday not to praise but to attack members of his own party. This year has provided no exception. If his vigor in creating an issue with fellow Republicans had been matched against...",166193743,"166193743_1","166193743_1.pdf"
"1663",1951-01-03,"Jan 3, 1951",1951,"Fiscal Year May Close Without Federal Deficit","President Truman is likely to do a great deal of backing and filling about new taxes in the next calendar year or two. Already two different interpretations can be put on White House statements on the subject.",166191775,"166191775_1","166191775_1.pdf"
"1664",1951-01-06,"Jan 6, 1951",1951,"Geography of Mr. Dulles' Political No Man's Land","Reactions to last week's speech by John Foster Dulles make it clear that, whatever may have been his purpose in making it, he failed to check the immense response to Herbert Hoover's statement of foreign policy.",166189246,"166189246_1","166189246_1.pdf"
"1665",1951-06-26,"Jun 26, 1951",1951,"ON FREEING OUR VOICE","Whatever the journalistic supporters of Secretary Acheson may say of his clever testimony, it is already clear that he made a number of statements which, in the light of other testimony and revealed facts, were serious mistakes of...",166187474,"166187474_1","166187474_1.pdf"
"1666",1951-08-30,"Aug 30, 1951",1951,"MR. TRUMAN AND BONDS","Every right-thinking person will actively support the campaign of the government in its savings bond drive which starts after Labor Day. It is one of the many possible ways to check inflation. For whatever is kept out of the stream...",166187036,"166187036_1","166187036_1.pdf"
"1667",1951-01-24,"Jan 24, 1951",1951,"Heavy Taxes Penalize New Business Ventures","It is very significant that President Truman suggests, without being very specific, that new revenue to meet his huge budget must come from something other than personal and corporation incomes. There are hints of sales taxes,...",166186863,"166186863_1","166186863_1.pdf"
"1668",1951-03-06,"Mar 6, 1951",1951,"Latin America Should Contribute to Defense","I hope someone will enlighten me on a subject that has been causing me a great deal of concern. Why, amid all this talk about manpower to defend the free world against Soviet Communism, has there been no mention of...",166185646,"166185646_1","166185646_1.pdf"
"1669",1951-01-27,"Jan 27, 1951",1951,"Annuity Tax Amounts to a Fine on Self-help","Apparently the """"little people"""" for whom the heart of the Fair Deal bleeds are not the """"little people"""" who try to help themselves. The Fair Deal and its predecessor, the New Deal, viewed in the light of long term events, have in...",166181045,"166181045_1","166181045_1.pdf"
"1670",1951-03-28,"Mar 28, 1951",1951,"DOLLARS IN FLIGHT","In this city, which might be called the major gateway to Mexico, conditions in our neighbor nation are closly watched and clearly understood. At the moment, Mexican econnmic conditions take on a rosy hue.",166180964,"166180964_1","166180964_1.pdf"
"1671",1951-05-12,"May 12, 1951",1951,"This Report on Crime Puts Nation to Shame","It would be very easy to comment on the excellent report of Sen. Kefauver's committee in cynical terms. Its wealth of detail and its many conclusions and recommendations are not new material.",166180801,"166180801_1","166180801_1.pdf"
"1672",1951-01-11,"Jan 11, 1951",1951,"Planners Would Ration Meat, but to What End?","There are indications too strong to doubt that meat rationing is again under preparation in Washington. The official view of the Department of Agriculture opposes this, but it may be unable to head it off.",166179370,"166179370_1","166179370_1.pdf"
"1673",1951-01-20,"Jan 20, 1951",1951,"Truman, Not Inflation, Is Nation's Top Problem","A friend of mine whose wisdom has been tested by long years of influential journalism said in private conversations several months ago that America's No. 1 domestic problem was not inflation but President Truman.",166178615,"166178615_1","166178615_1.pdf"
"1674",1951-04-24,"Apr 24, 1951",1951,"THINGS WE OUGHT TO KNOW","A great many serious people are saying these days, mostly in private, something like this:",166178563,"166178563_1","166178563_1.pdf"
"1675",1951-01-30,"Jan 30, 1951",1951,"OUR TOLL IN KOREA","Our casualties in Korea, even at the present slow rate of fighting, are mounting at the rate of more than a thousand a week. Last week's report put the total figure at 46,201.",166178192,"166178192_1","166178192_1.pdf"
"1676",1951-03-31,"Mar 31, 1951",1951,"Jones' Warning on RFC Abuse Has Proven True","The name of Jesse Jones will always be a bright spot in the history of the city of Houston, just as it will be in that immense creation of government, the Reconstruction Finance Corp. The city of Houston, with...",166176533,"166176533_1","166176533_1.pdf"
"1677",1951-02-02,"Feb 2, 1951",1951,"CRIME AND POLITICS","Far from Washington's war problems, Sen. Kefauver is energetically moving his inquisition from city to city. His fundamental purpose is to establish the theory upon which his committee was set up by the Senate.",166173805,"166173805_1","166173805_1.pdf"
"1678",1951-06-12,"Jun 12, 1951",1951,"BANKRUPT'S PROGRESS","The Senate has now authorized, by a vote of 50 to 28, the gigantic Central Arizona Project. As was noted in this column three weeks ago, this project involves the building of a dam on the Colorado River above Hoover Dam and vast...",166170188,"166170188_1","166170188_1.pdf"
"1679",1951-02-24,"Feb 24, 1951",1951,"Congress Should Limit Lending Power of RFC","In abruptly reversing himself on the reform of the Reconstruction Finance Corp., President Truman has shown that public and Congressional opinion can break through the hitherto incorrigible stubbornness of the man.",166170185,"166170185_1","166170185_1.pdf"
"1680",1951-01-08,"Jan 8, 1951",1951,"MISQUOTED HOOVER","A very dangerous human frailty has already appeared in the debate on foreign policy precipitated by Herbert Hoover's speech.",166170182,"166170182_1","166170182_1.pdf"
"1681",1951-01-16,"Jan 16, 1951",1951,"A FEDERAL SALES TAX","Sen. Byrd's proposal of a Federal sales tax has not been explained in detail, but it is assumed that he means a tax levied on retail sales.",166169378,"166169378_1","166169378_1.pdf"
"1682",1951-01-04,"Jan 4, 1951",1951,"You're Another' Technique Applied to Foreign Policy","Apparently, it is not only music critics that move President Truman to ill tempered, banal and not altogether sensible replies.",166168080,"166168080_1","166168080_1.pdf"
"1683",1951-06-14,"Jun 14, 1951",1951,"A BALANCE OF POWER","Hans Morgenthau is a professor at the University of Chicago, a naturalized citizen whose intellectual roots lie in Western Europe. He was born and educated in Germany, practiced law there and has since taught international re-...",166167762,"166167762_1","166167762_1.pdf"
"1684",1951-04-23,"Apr 23, 1951",1951,"Germany Does Well, Say Private Sources","In the midst of confusion, conflict and discouraging news from Europe, it is pleasant to note. some encouraging facts and conclusions about German recovery and fighting potential.",166162657,"166162657_1","166162657_1.pdf"
"1685",1951-03-29,"Mar 29, 1951",1951,"One Man Who Would Rather Be Right Than Be President","SAN ANTONIO--Only one American can truthfully be described as a man who can prove that he would rather be right than President. He is living peacefully in Uvalde, Tex., keenly appraising the turn of national events, but...",166161834,"166161834_1","166161834_1.pdf"
"1686",1951-03-16,"Mar 16, 1951",1951,"ABOLISH THE RFC","The real Issue with the RFC is that there is an RFC, and the effective way to cure the disease is to dig out the roots, rather than to trim the branches.",166160940,"166160940_1","166160940_1.pdf"
"1687",1951-01-19,"Jan 19, 1951",1951,"DEBATE BUT NO SCHISM","Last Sunday I concerned myself with seeing and hearing four radio and television discussions of foreign policy. Later in the day I had what was scheduled to be a halfhour """"debate"""" on television with an all-out globalist and...",166160194,"166160194_1","166160194_1.pdf"
"1688",1951-05-15,"May 15, 1951",1951,"Exports to China Laid to Attlee and Not Britain","After noting the answers made by President Truman and Secretary Marshall to the MacArthur demand that British shipments to the Red Chinese be stopped, we have a right to wonder whether it is Britain herself or the Labor...",166153444,"166153444_1","166153444_1.pdf"
"1689",1951-02-14,"Feb 14, 1951",1951,"INTEREST ON U.S. DEBT","It is far beyond the capacity of one commentator to keep up with the deceptions and misrepresentations of the Truman taxing and spending program. The deceptions are too numerous and the general misrepresentations too great.",166148445,"166148445_1","166148445_1.pdf"
"1690",1950-12-02,"Dec 2, 1950",1950,"Three Ways to Relievea Man-Power Shortage","From the beginning of the Korean war in June to October, the number of people employed in manufacturing has increased nearly two million. Unemployment has declined by more than a million.",166196523,"166196523_1","166196523_1.pdf"
"1691",1950-11-21,"Nov 21, 1950",1950,"Excess Profits Tax' Is a Deceiving Expression","Like many political slogans the term """"excess profits tax"""" has an alluring sound but it does not mean what it says.",166185136,"166185136_1","166185136_1.pdf"
"1692",1950-12-18,"Dec 18, 1950",1950,"British By-elections Give Labor No Cheer","While it may be argued that since the November election President Truman has at the very least a shaky hold on the American electorate, there can be no doubt about the position on his own home front of Prime Minister Attlee.",166182808,"166182808_1","166182808_1.pdf"
"1693",1950-09-28,"Sep 28, 1950",1950,"LIBERALS' AND REDS","In the debate and in the votes on the so-called McCarran anti-Communist bill a number of self-styled """"liberals"""" did a great deal to reveal the utter confusion of their minds. They fought to the end to sustain the President's veto, and lost.",166177140,"166177140_1","166177140_1.pdf"
"1694",1950-11-18,"Nov 18, 1950",1950,"Sinking of Brannan Plan Outstanding in Election","This election meant many things to many men. There is plenty of difference of opinion about several of those things. But one is a certainty. The voters have decisively repudiated the fantastic handout plan that bore the name of...",166176676,"166176676_1","166176676_1.pdf"
"1695",1950-12-27,"Dec 27, 1950",1950,"Exhaustive Research Shows Enlisted Men Rarely Go Up","Thirty-six years ago, when I entered Columbia University as a graduate student, I first met John Joseph Lenney, who enrolled the same year in the same courses.",166172791,"166172791_1","166172791_1.pdf"
"1696",1950-09-21,"Sep 21, 1950",1950,"SPECTER OF INFLATION","We have been told, both in the near past and early in the recent world war, of the various stages in the great economic disease of inflation.",166170561,"166170561_1","166170561_1.pdf"
"1697",1950-10-03,"Oct 3, 1950",1950,"Shortage of Man Power Is Beginning to Be Felt","This little war will have big consequences. Whatever may be the direct outcome of the Korean affair, its effect upon our domestic economy will continue to be important in all calculations. It is not too much to say that the Communist...",166169760,"166169760_1","166169760_1.pdf"
"1698",1950-09-05,"Sep 5, 1950",1950,"Pressman Sheds Light on the Early New Deal","There is a great deal in Lee Pressman's testimony before the House Committee on UnAmerican Activities that clarifies conditions and events in New Deal Washington in the early Roosevelt years.",166168999,"166168999_1","166168999_1.pdf"
"1699",1950-09-06,"Sep 6, 1950",1950,"Foreign Police Is the Issue","Many Congressmen said, as they left Washington for a visit home over Labor Day, that they will know a lot more about political prospects after their return to Washington in mid-September or sooner.",166166605,"166166605_1","166166605_1.pdf"
"1700",1950-09-22,"Sep 22, 1950",1950,"WE CAN BE SAVED","The threat of inflation to our property and stability is vastly greater than that of the atomic bomb to our lives. Even the most direful prophets suggest that no more than a small percentage of us might be killed by the bomb.",166165970,"166165970_1","166165970_1.pdf"
"1701",1950-12-23,"Dec 23, 1950",1950,"The Congress Will Be Our Repository of Hope","Despite the demand of administration supporters that everyone now fall in step behind the President, a profound distrust in the President's administration lingers on.",166165507,"166165507_1","166165507_1.pdf"
"1702",1950-09-15,"Sep 15, 1950",1950,"The Danger of Too Much Confidence","With a most important midterm election only a little more than seven weeks ahead, the interest of voters in politics is at a very low ebb.",166162429,"166162429_1","166162429_1.pdf"
"1703",1950-12-05,"Dec 5, 1950",1950,"THE HINGE OF FATE","This would be a poor time to bring up the greatest mistake of the last war except for the fact that its consideration can greatly help us to avoid similar mistakes in the altogether too near future.",166162410,"166162410_1","166162410_1.pdf"
"1704",1950-12-07,"Dec 7, 1950",1950,"THE TRAGIC PHRASE","In my previous column the point was made that the great mistake of Roosevelt and Churchill in adopting the policy of unconditional surrender has a profound bearing on the present crisis. It ought to warn present policymakers to take...",166160763,"166160763_1","166160763_1.pdf"
"1705",1950-09-08,"Sep 8, 1950",1950,"Why Dewey Has Changed His Mind About Running","The dread possibility that the Korean conflict will spread into a general war puts a tremendous responsibility upon all American political leaders, but Pespecially upon those in a State like New York.",166160545,"166160545_1","166160545_1.pdf"
"1706",1950-08-09,"Aug 9, 1950",1950,"A Lot 'of What Truman Likes to Call 'Stoppages'","President Truman always hates to use the word """"strike"""" in his official pronouncements. He loves the word """"stoppage."""" In his recently released economic, report he said that we could not afford to have stoppages in the basic industries.",166158231,"166158231_1","166158231_1.pdf"
"1707",1950-12-19,"Dec 19, 1950",1950,"It's a Good Time to Think of Increasing Efficiency","It is characteristic of the bureaucratic mind that in an emergency it always thinks of ways to prevent people from doing the wrong things instead of trying to help them do the right things.",166157889,"166157889_1","166157889_1.pdf"
"1708",1950-12-30,"Dec 30, 1950",1950,"Two Books of Criticism of Our Military Caste","In the previous column there was described the extraordinary labor of John Joseph Lenney, once an enlisted soldier, who spent 40 years in studying the problem of promotion from the ranks in the Regular Army.",166156643,"166156643_1","166156643_1.pdf"
"1709",1950-11-02,"Nov 2, 1950",1950,"THE COTTON REVOLUTION","If this were a truly national election, with two parties contesting in both the North and South, the decisive element would be cotton. For national planning in Washington--this time by Secretary Brannan--has so upset the free...",166156388,"166156388_1","166156388_1.pdf"
"1710",1950-12-09,"Dec 9, 1950",1950,"Steel Wage Boost Casts an Inflationary Shadow","Since the increase of 16 cents an hour for U.S. Steel workers is expected to bring about a general wage rise throughout the economy, it is in order to make some estimate of the over-all costs. Certainly there will be better arguments...",166155457,"166155457_1","166155457_1.pdf"
"1711",1950-08-10,"Aug 10, 1950",1950,"Bernard Baruch--Still Going at 80","Bernard Mannes Baruch shares with Herbert Hoover the distinction of surviving all the vicissitudes that have followed World War I and, almost alone among the notable figures of that conflict, retaining a commanding influence in...",166154166,"166154166_1","166154166_1.pdf"
"1712",1950-12-12,"Dec 12, 1950",1950,"We Get More Personal Diplomacy; What Else?","Amid terrifying reports that there was under consideration the withdrawal of all western strength from the Far East, including Japan, President Truman, Prime Minister Attlee and their asserted helpers have held talks behind closed doors...",166153782,"166153782_1","166153782_1.pdf"
"1713",1950-12-22,"Dec 22, 1950",1950,"Beware the Left-Wingers Who Write the Directives","Charles E. Wilson and Alan Valentine, who should have the confidence of sound people, will direct economic mobilization. But the innumerable orders and directives will in the large part be drafted by the left-wing boys who in one...",166153267,"166153267_1","166153267_1.pdf"
"1714",1950-09-29,"Sep 29, 1950",1950,"Russia's Big Weakness Is Her Oil Shortage","Many conversations with oilmen in Texas and California during the last spring and summer have convinced this writer that Soviet Russia has a fatal deficiency in oil supplies.",166152340,"166152340_1","166152340_1.pdf"
"1715",1950-10-17,"Oct 17, 1950",1950,"ON PAYING THE PIPER","Next year, the Treasury of the United States must begin one of the most difficult tasks in its history. Facing, as it will, more deficits and more borrowing, it must still find the means of redeeming the many billions held by inves-...",166147184,"166147184_1","166147184_1.pdf"
"1716",1950-12-14,"Dec 14, 1950",1950,"A Longer Work Week at Straight Hourly Pay","Labor Secretary Tobin seems to be one high administration official who recognizes the needs of this undeclared emergency. He says that if allout war production becomes necessary the government will work out plans for a longer...",166147051,"166147051_1","166147051_1.pdf"
"1717",1950-11-03,"Nov 3, 1950",1950,"Taft Reported Gaining in Ohio Campaign Finale","With the blessing of unusually warm and fair weather in Ohio, the Taft-anti-Taft battle has reached a climax in its last week.",166146676,"166146676_1","166146676_1.pdf"
"1718",1950-09-26,"Sep 26, 1950",1950,"Outside Blows at Taft May Help Him in Ohio","The inconsistency of administration politicians and of their allies, the leaders of labor unions, is well illustrated in the campaign now getting under way.",166145285,"166145285_1","166145285_1.pdf"
"1719",1950-07-31,"Jul 31, 1950",1950,"The Great Socialist Peanut Bubble","Conservatives are still attacking and Attlee's government defending that grim joke, """"Operation Groundnuts,"""" sired by the Rt. Hon. Evelyn John St. Loe Strachey, erstwhile Minister of Food and now Secretary of State for War.",166141440,"166141440_1","166141440_1.pdf"
"1720",1950-09-18,"Sep 18, 1950",1950,"THE RELIEF PITCHER","What the relief pitcher, Joe Page, is for Casey Stengel of the Yankees. So is Gen. George C. Marshall for Manager Truman.",166138425,"166138425_1","166138425_1.pdf"
"1721",1950-08-31,"Aug 31, 1950",1950,"A HEALTHY SIGN","While all the motives for Chrysler's voluntary pay increase are not announced, it is clear that it shows the keen competition that prevails in American industry. It is an excellent answer to the claim of the left wing in govern-...",166136328,"166136328_1","166136328_1.pdf"
"1722",1950-10-11,"Oct 11, 1950",1950,"Democrats Will Lose If Taft Does","The campaign against Sen. Taft in Ohio strongly resembles a fight between two rival factions in a big union.",166135516,"166135516_1","166135516_1.pdf"
"1723",1950-11-11,"Nov 11, 1950",1950,"The Elections Exploded That Santa Claus Myth","This election proves that Santa Claus in politics, like Joe Louis in mauling and Notre Dame in football, is not invincible. Such a lesson in a world where people get tired of sure things gives a tingling enjoyment to life.",166134648,"166134648_1","166134648_1.pdf"
"1724",1950-10-24,"Oct 24, 1950",1950,"NEW YORK DEALS","If the financial problems of Joe R. Hanley, New York's Republican candidate for the U.S. Senate, change many votes on election day, it will be a miracle. For the actual, though not nominal, rival of Dewey for supremacy in New...",166134416,"166134416_1","166134416_1.pdf"
"1725",1950-07-13,"Jul 13, 1950",1950,"Mission From Moscow Indicates Hungary Ails","Prof. Eugeue Varga, leading Soviet economist and close personal adviser of Stalin, has been sent to Hungary, apparently for the purpose of streamlining and making adaptations in the economnic affairs of that country.",166133550,"166133550_1","166133550_1.pdf"
"1726",1950-07-17,"Jul 17, 1950",1950,"Small vs. Big Business and Government's Error","Apparently there are powerful political forces in Congress and the administration that propose to keep the old issue or small vs. large business militantly alive.",166133398,"166133398_1","166133398_1.pdf"
