x1,index,title,abstract,store_id,article_type,authors,copyright,document_type,entry_date,issn,issue,language,language_of_summary,pages,place_of_publication,pubdate,pubtitle,year,volume,document_url,document_features,start_page,find_a_copy,database,date,filename,filepath
162,batch8_162.pdf,Perspective: Self-Perpetuation,"It was thirty years ago that militant idealists contemplated a drastic reform of our century-old method of nominating candidates for the Presidency. They believed then that the end of the convention system was in sight. They were wrong. With a few minor changes, it went its way. Even the Presidential primary reform has not spread as they expected.",1866725191,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jul 22, 1940",0028-9604,4,English,English,60,New York,"Jul 22, 1940",Newsweek,1940,16,https://www.proquest.com/magazines/perspective/docview/1866725191/se-2?accountid=14696,NA,60,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=16&amp;issue=4&amp;title=Newsweek&amp;spage=60&amp;date=1940-07-22&amp;atitle=Perspective&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-07-22,NA,NA
163,batch8_163.pdf,Perspective: The Democrats Convene,"More than once President Roosevelt has demonstrated that he is a great master of politics. So practiced is his hand in the tricks of the art that he has undertaken, and usually carried off successfully, feats of political legerdemain that run-ofthe mill practitioners call impossible. Again and again he's permitted himself to be shackled, handcuffed, bound, gagged, nailed into boxes and thrown into tanks— only to emerge triumphant, Houdini-like, on the political scene.",1797091165,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jul 15, 1940",0028-9604,3,English,English,60,New York,"Jul 15, 1940",Newsweek,1940,16,https://www.proquest.com/magazines/perspective/docview/1797091165/se-2?accountid=14696,NA,60,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=16&amp;issue=3&amp;title=Newsweek&amp;spage=60&amp;date=1940-07-15&amp;atitle=Perspective&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-07-15,NA,NA
164,batch8_164.pdf,Perspective: A Clear Call,"Seven weeks ago there appeared on this page the following observations: ""The cliché expert says that Wendell Willkie is a fine man who can be neither nominated or elected. Politicians, the most unoriginal and superstitious of living creatures, agree ...But, for some curious reason, after the professional politicians heave the last shovelful of conversational sod on Willkie's chances, they still cannot leave him for dead...",1923999247,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jul 8, 1940",0028-9604,2,English,English,56,New York,"Jul 8, 1940",Newsweek,1940,16,https://www.proquest.com/magazines/perspective/docview/1923999247/se-2?accountid=14696,NA,56,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=16&amp;issue=2&amp;title=Newsweek&amp;spage=56&amp;date=1940-07-08&amp;atitle=Perspective&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-07-08,NA,NA
165,batch8_165.pdf,"Good Neighbors, Inc.","Last week brought the most momentous shift in our foreign-trade policy that has taken place during the past one hundred years. The President proposed a system of controlled foreign trade for all the Americas—a subsidized system for ""joint marketing of the important stable exports"" of the Western Hemisphere.",1882519873,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jul 1, 1940",0028-9604,1,English,English,56,New York,"Jul 1, 1940",Newsweek,1940,16,https://www.proquest.com/magazines/good-neighbors-inc/docview/1882519873/se-2?accountid=14696,NA,56,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=16&amp;issue=1&amp;title=Newsweek&amp;spage=56&amp;date=1940-07-01&amp;atitle=Good+Neighbors%2C+Inc.&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-07-01,NA,NA
166,batch8_166.pdf,Factors in Republican Unity,"As the Republicans meet next week, we all might add to our prayers a plea that wisdom and prudence may reign in Philadelphia. We don't have to remind ourselves why that is true, why the people of this country are entitled to a suitable alternative to the Administration now in office—an informed and patriotic opposition party.",1797090825,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jun 24, 1940",0028-9604,26,English,English,64,New York,"Jun 24, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/factors-republican-unity/docview/1797090825/se-2?accountid=14696,NA,64,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=26&amp;title=Newsweek&amp;spage=64&amp;date=1940-06-24&amp;atitle=Factors+in+Republican+Unity&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-06-24,NA,NA
167,batch8_167.pdf,The Republican Choice,"After the intensification of the war last month, Roosevelt's popularity rose, as was expected. Now, according to the Gallup poll, it has leveled off. We begin to see again how strong and effective a well-informed opposition can be. High officials in Washington are frank to admit privately that criticism on the hustings, in Congress and in the press is responsible for the changes in the setup of industrial preparedness efforts in the past two weeks.",1797090234,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jun 17, 1940",0028-9604,25,English,English,72,New York,"Jun 17, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/republican-choice/docview/1797090234/se-2?accountid=14696,NA,72,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=25&amp;title=Newsweek&amp;spage=72&amp;date=1940-06-17&amp;atitle=The+Republican+Choice&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-06-17,NA,NA
168,batch8_168.pdf,Diplomatic Preparedness,No one who saw and pondered what went on at the London Economic Conference in 1933 could fail to realize that the economic life of the world was passing through revolutionary readjustments. The traditional means of international credit and exchange were crumbling. Economic life was refusing to follow the lines drawn by the merecantilistic economy of the past century.,1797087945,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jun 10, 1940",0028-9604,24,English,English,68,New York,"Jun 10, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/diplomatic-preparedness/docview/1797087945/se-2?accountid=14696,NA,68,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=24&amp;title=Newsweek&amp;spage=68&amp;date=1940-06-10&amp;atitle=Diplomatic+Preparedness&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-06-10,NA,NA
169,batch8_169.pdf,Preparing to Prepare,"If the nation has learned anything at all in the past two weeks, it is that our belated defense program is going to involve not only coordination among many sources of supply, an abnormal expansion of certain kinds of plant and an emergency demand for certain types of labor, but a major shift in our resources and activities.",1924004262,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jun 3, 1940",0028-9604,23,English,English,67,New York,"Jun 3, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/preparing-prepare/docview/1924004262/se-2?accountid=14696,NA,67,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=23&amp;title=Newsweek&amp;spage=67&amp;date=1940-06-03&amp;atitle=Preparing+to+Prepare&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-06-03,NA,NA
170,batch8_170.pdf,On All Fronts,"We shall be dealing with what has been happening, these hours and days, and with its consequences, as long as we live. What we face isn't a matter of walking—not running—to the nearest exit. It isn't a matter of exits at all. There are no exits for a nation. It must stand, fall, or kneel to conquest. It cannot escape.",1797088079,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"May 27, 1940",0028-9604,22,English,English,68,New York,"May 27, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/on-all-fronts/docview/1797088079/se-2?accountid=14696,NA,68,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=22&amp;title=Newsweek&amp;spage=68&amp;date=1940-05-27&amp;atitle=On+All+Fronts&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-05-27,NA,NA
171,batch8_171.pdf,War on Merchandising,"When the Federal Communications Commission tossed the immediate future of television into the stage of wrangling and confusion, it did much more than it knew. It provided a particularly vivid demonstration of a growing tendency on the part of Washington to impose a theory of merchandising that is alien to American practice and traditions.",1924009018,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"May 13, 1940",0028-9604,20,English,English,64,New York,"May 13, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/war-on-merchandising/docview/1924009018/se-2?accountid=14696,NA,64,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=20&amp;title=Newsweek&amp;spage=64&amp;date=1940-05-13&amp;atitle=War+on+Merchandising&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-05-13,NA,NA
172,batch8_172.pdf,What the Record Says,"With a prize as big as the Republican Presidential nomination at stake, it's small wonder that the fight for it should be hot. There has been no unpleasantness between Taft and Dewey. Nor do the camp followers of either accuse one another of disregarding the amenities. But there is a movement within the Republican party that seriously threatens to injure the party's chances.",1923993852,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"May 6, 1940",0028-9604,19,English,English,68,New York,"May 6, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/what-record-says/docview/1923993852/se-2?accountid=14696,NA,68,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=19&amp;title=Newsweek&amp;spage=68&amp;date=1940-05-06&amp;atitle=What+the+Record+Says&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-05-06,NA,NA
173,batch8_173.pdf,Antidotes to Pessimism,"For us Americans there could be few better antidotes to pessimism at this moment than two magnificent books just published. One is a warning, and the other, a promise. One is the study of the progress of a mortal politico-economic disease, and the other, a study of our political economy's capacity for resisting it.",1882520324,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Apr 29, 1940",0028-9604,18,English,English,64,New York,"Apr 29, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/antidotes-pessimism/docview/1882520324/se-2?accountid=14696,NA,64,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=18&amp;title=Newsweek&amp;spage=64&amp;date=1940-04-29&amp;atitle=Antidotes+to+Pessimism&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-04-29,NA,NA
174,batch8_174.pdf,An Expensive Bargain,"The President's new relief request suggests the technique of the bargain counter. Good merchandisers know all about the pulling power of the 98-cent article as against the $1 article. The sum of $975,000,000 is what the President asks to spend for WPA. Think of how nice to say in the campaign:",1882520089,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Apr 29, 1940",0028-9604,18,English,English,64,New York,"Apr 29, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/expensive-bargain/docview/1882520089/se-2?accountid=14696,NA,64,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=18&amp;title=Newsweek&amp;spage=64&amp;date=1940-04-29&amp;atitle=An+Expensive+Bargain&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-04-29,NA,NA
175,batch8_175.pdf,Political Tides,"The most valiant believers in Roosevelt's political invincibility are his fiercest political critics. The third-term advocates holding jobs in Washington sometimes have doubts, first, about his running, and, second, about his winning. But never the die-hard conservatives in the East. They're positive that Roosevelt will be renominated and reelected.",1882512346,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Apr 29, 1940",0028-9604,18,English,English,64,New York,"Apr 29, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/political-tides/docview/1882512346/se-2?accountid=14696,NA,64,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=18&amp;title=Newsweek&amp;spage=64&amp;date=1940-04-29&amp;atitle=Political+Tides&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-04-29,NA,NA
176,batch8_176.pdf,Bricker of Ohio,"Babes in the political woods have been calling Governor John W. Bricker of Ohio a dark horse for some twelve months now. He isn't, of course. To begin with, nobody's a dark horse who's been called a dark horse for a year. Dark horses aren't talked about as such before the eventful moment of their nomination. But more to the point is the fact that no Republican Governor of Ohio was ever a dark horse at a Republican convention.",1796267011,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Apr 22, 1940",0028-9604,17,English,English,68,New York,"Apr 22, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/bricker-ohio/docview/1796267011/se-2?accountid=14696,NA,68,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=17&amp;title=Newsweek&amp;spage=68&amp;date=1940-04-22&amp;atitle=Bricker+of+Ohio&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-04-22,NA,NA
177,batch8_177.pdf,Chaos in California,"A week's study of the strange didos in the Democratic party in California discloses, first, that Garner has a surprisingly good chance of getting a solid delegation from that state for the Democratic convention in July. The reason is the hopeless chaos in the ranks of the piebald collection of politicians that has hitherto moved to the mesmerism of the Roosevelt appeal.",1797087875,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Apr 15, 1940",0028-9604,16,English,English,72,New York,"Apr 15, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/chaos-california/docview/1797087875/se-2?accountid=14696,NA,72,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=16&amp;title=Newsweek&amp;spage=72&amp;date=1940-04-15&amp;atitle=Chaos+in+California&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-04-15,NA,NA
178,batch8_178.pdf,Perspective: Who Is Baiting Whom?,What an American humorist said of Napoleon might be remarked of the Securities and Exchange Commission: that it set out to do too much and it has done it. The SEC was created in 1934 to administer the laws of 1933 and 1934 which aimed at a limited Federal regulation of the issuance and sale of securities.,1923992075,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Apr 8, 1940",0028-9604,15,English,English,60,New York,"Apr 8, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/perspective/docview/1923992075/se-2?accountid=14696,NA,60,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=15&amp;title=Newsweek&amp;spage=60&amp;date=1940-04-08&amp;atitle=Perspective&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-04-08,NA,NA
179,batch8_179.pdf,Behind the Figures,"Figures will fly furiously for a while in the current controversy over unemployment. And the effect will be wholesome because it may cause us all—politicians and others—to realize that there are significant elements in this question that neither the politicians in power nor those who seek it have really thought out. Unless we get down to these points, the great and solemn referendum before us will be lost in an empty row between the parties over which is employing the biggest adding machine.",1797085655,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Apr 1, 1940",0028-9604,14,English,English,56,New York,"Apr 1, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/behind-figures/docview/1797085655/se-2?accountid=14696,NA,56,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=14&amp;title=Newsweek&amp;spage=56&amp;date=1940-04-01&amp;atitle=Behind+the+Figures&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-04-01,NA,NA
180,batch8_180.pdf,The River of Doubt,"Once more a Roosevelt is to discover a River of Doubt. Just when the discovery will be made is not easy to determine. Perhaps it will be very soon—soon enough to rule out further consideration of a third-term run. Perhaps, disastrously, it will not come until after a decision to run again. But sooner or later the discovery must come.",1796840092,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Mar 25, 1940",0028-9604,13,English,English,64,New York,"Mar 25, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/river-doubt/docview/1796840092/se-2?accountid=14696,NA,64,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=13&amp;title=Newsweek&amp;spage=64&amp;date=1940-03-25&amp;atitle=The+River+of+Doubt&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-03-25,NA,NA
181,batch8_181.pdf,The Principle of the Thing,"For a moment let's forget about political prophecies, rumors and the repeated ""What's-he-going-to-do?"" approach to the third-term question. Let's consider the more important question of what Mr. Roosevelt ought to do. Or better still, let's ask whether Mr. Roosevelt should have a third term, recognizing that this isn't a question for him to answer, but for the voters to answer.",1882513294,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Mar 18, 1940",0028-9604,12,English,English,68,New York,"Mar 18, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/principle-thing/docview/1882513294/se-2?accountid=14696,NA,68,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=12&amp;title=Newsweek&amp;spage=68&amp;date=1940-03-18&amp;atitle=The+Principle+of+the+Thing&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-03-18,NA,NA
182,batch8_182.pdf,Straws in the Wind,"This is written at the end of a 7,000-mile trip that included stops in Ohio, Indiana, Illinois, Wisconsin, Iowa, Arkansas, and Texas. The value of such trips is always great to a person studying the play of political forces. But the trips rarely warrant the political generalization and prognostication some travelers are wont to attempt.",1797094457,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Mar 11, 1940",0028-9604,11,English,English,60,New York,"Mar 11, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/straws-wind/docview/1797094457/se-2?accountid=14696,NA,60,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=11&amp;title=Newsweek&amp;spage=60&amp;date=1940-03-11&amp;atitle=Straws+in+the+Wind&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-03-11,NA,NA
183,batch8_183.pdf,The Glenn Frank Report,"It seems to be the order of the day for smart alecks of all stripes to sneer at the report of the Republican Program Committee. Headed by Glenn Frank, this committee has worked for two years on a general report for the consideration of the public and the Republican Resolutions Committee next June. It has produced an impressive document, persuasive in many respects, clear and definite far beyond most party statements.",1797090795,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Mar 4, 1940",0028-9604,10,English,English,56,New York,"Mar 4, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/glenn-frank-report/docview/1797090795/se-2?accountid=14696,NA,56,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=10&amp;title=Newsweek&amp;spage=56&amp;date=1940-03-04&amp;atitle=The+Glenn+Frank+Report&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-03-04,NA,NA
184,batch8_184.pdf,Perspective,"No abstract exhortation about the dangers of power could have a fraction of the persuasiveness of the concrete demonstration provided last week by the House committee headed by Howard W. Smith —the committee which is investigating the National Labour Relations Board. The investigation committee has revealed that under an arrangement made last year, the RFC agreed to withhold loans from companies if a charge had been filed with the NLRB alleging unfair labor practices against that company.",1797090696,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Feb 26, 1940",0028-9604,9,English,English,64,New York,"Feb 26, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/perspective/docview/1797090696/se-2?accountid=14696,NA,64,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=9&amp;title=Newsweek&amp;spage=64&amp;date=1940-02-26&amp;atitle=Perspective&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-02-26,NA,NA
185,batch8_185.pdf,Memo for July 1940,"While we can still keep the record unfogged, before the Presidential campaign formally opens, let us write down in our book that the volume of business slid off in the early part of 1940. Let us write down that government economists said last autumn that business would probably decline in the first quarter of the year.",1894120564,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Feb 19, 1940",0028-9604,8,English,English,60,New York,"Feb 19, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/memo-july-1940/docview/1894120564/se-2?accountid=14696,NA,60,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=8&amp;title=Newsweek&amp;spage=60&amp;date=1940-02-19&amp;atitle=Memo+for+July+1940&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-02-19,NA,NA
186,batch8_186.pdf,The Rains Came,No one looks impressive in the rain. When the heavens speak mortals must cower in caves or under umbrellas. And so the first humiliation of the American Youth Congress on February 10 was born of a celestial frown. Banners cannot wave nor spirits soar—in the rain. But to be spanked in the rain! That provokes Homeric laughter and something more—renewed reflection on the Roosevelt luck.,1894119838,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Feb 19, 1940",0028-9604,8,English,English,60,New York,"Feb 19, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/rains-came/docview/1894119838/se-2?accountid=14696,NA,60,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=8&amp;title=Newsweek&amp;spage=60&amp;date=1940-02-19&amp;atitle=The+Rains+Came&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-02-19,NA,NA
187,batch8_187.pdf,Midwinter Tension,"For the first time in seven years, midwinter finds the Administration off the front page in the active, positive sense. It is there as the object of badgering by others, as the target of Mr. Dewey's speeches, the subject of the political predictions of Messrs. Lewis, Wheeler and Farley.",1843930571,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Feb 5, 1940",0028-9604,6,English,English,52,New York,"Feb 5, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/midwinter-tension/docview/1843930571/se-2?accountid=14696,NA,52,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=6&amp;title=Newsweek&amp;spage=52&amp;date=1940-02-05&amp;atitle=Midwinter+Tension&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-02-05,NA,NA
188,batch8_188.pdf,Government by Men,"Not much is said publicly about it, but there are people in organized labor who would shed no tears if a drastic revision of the Wagner Labor Relations Act eliminated the board feature of that Act completely. These people are at last beginning to see what friendly critics pointed out five years ago when the Act was up for consideration—that placing such enormous powers in the hands of a board practically put a governmental harness on the labor movement.",1843930127,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Feb 5, 1940",0028-9604,6,English,English,52,New York,"Feb 5, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/government-men/docview/1843930127/se-2?accountid=14696,NA,52,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=6&amp;title=Newsweek&amp;spage=52&amp;date=1940-02-05&amp;atitle=Government+by+Men&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-02-05,NA,NA
189,batch8_189.pdf,Perspective: Borah the Senator,"""What makes the majesty of the heroes of the senate and the field . . . ? The consciousness of a train of great days and victories behind . . . Honor is venerable to us . . . It is always ancient virtue. We worship it today, because it is not of today. We love it and pay it homage, because it is not a trap for our love and homage, but is self-dependent, self-derived, and therefore of an old immaculate pedigree . . . The force of character is cumulative.""",1882519848,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jan 29, 1940",0028-9604,5,English,English,56,New York,"Jan 29, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/perspective/docview/1882519848/se-2?accountid=14696,NA,56,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=5&amp;title=Newsweek&amp;spage=56&amp;date=1940-01-29&amp;atitle=Perspective&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-01-29,NA,NA
190,batch8_190.pdf,A Tax on a Tax,"There's a certain persuasiveness in the argument that a thing's good because it's simple. That's why the claim that a 10 per cent tax on income taxes is simple— and therefore good—may get support in Congress. Rut all simple things aren't good, and all good things aren't simple. In taxation, the most cockeyed schemes, such as Townsendism, are sometimes based upon a simple idea.",1883542746,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jan 22, 1940",0028-9604,4,English,English,52,New York,"Jan 22, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/tax-on/docview/1883542746/se-2?accountid=14696,NA,52,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=4&amp;title=Newsweek&amp;spage=52&amp;date=1940-01-22&amp;atitle=A+Tax+on+a+Tax&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-01-22,NA,NA
191,batch8_191.pdf,Economy,"The simplest way to try to understand the President's financial plans for 1940 is to recognize, at the outset, that they are an attempt to blend two entirely contradictory theories of government financing. The first of these holds that the business cycle can be controlled by government spending or lack of spending.",1797090701,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jan 15, 1940",0028-9604,3,English,English,60,New York,"Jan 15, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/economy/docview/1797090701/se-2?accountid=14696,NA,60,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=3&amp;title=Newsweek&amp;spage=60&amp;date=1940-01-15&amp;atitle=Economy&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-01-15,NA,NA
