"","date_new","year.x","notable_writing","economy","fiscal_conservatism","privatization_of_government_functions","statism","business","civil_rights","communism","crime_criminal_justice","democracy","domestic_policy_misc","foreign_policy","government_efficiency","journalism_media","labor","religion","supreme_court","taxes","vietnam","political_analysis","conservative_politics","conservative_criticism","dem_criticism","democratic_party_politics","eisenhower","fdr_analysis_even_handed","goldwater","gop_party_politics","johnson","john_f_kennedy","nixon","criticism_of_moley","new_deal_critique","fdr_explicit_support","fdr_criticism","criticism_of_fdr_aides","ad_with_moley","yellow","document","x1","index","title","abstract","store_id","article_type","authors","copyright","document_type","entry_date","issn","issue","language","language_of_summary","pages","place_of_publication","pubdate","pubtitle","year.y","volume","document_url","document_features","start_page","find_a_copy","database"
"49",1954-07-05,1954,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1954-07-05_44_1 (N=1)",164,"batch6_164.pdf","What Are Government Operations?","THE late Robert M. La Follette over a period of more than twenty years was one of the most industrious and sincere members of the Senate. His crowning legislative achievement was his co-sponsorship of the La Follette-Monroney Legislative Reorganization Act of 1946.","2595875854","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Jul 5, 1954","0028-9604","1","English","English","84","New York","Jul 5, 1954","Newsweek",1954,"44","https://www.proquest.com/magazines/what-are-government-operations/docview/2595875854/se-2?accountid=14696","Photographs","84","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=44&amp;issue=1&amp;title=Newsweek&amp;spage=84&amp;date=1954-07-05&amp;atitle=What+Are+Government+Operations%3F&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"50",1954-08-09,1954,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1954-08-09_44_6 (N=1)",159,"batch6_159.pdf","Shadow of Things to Come","IN THE course of a reading of the many, many pages of the TVA vs. Middle South-Southern phase of the Senate debate on the atomic-energy bill, a question presented itself to which the answer was immediately obvious. Those men who screamed their opposition hour after hour were not the breed to strain at a $100 million gnat.","1843950349","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Aug 9, 1954","0028-9604","6","English","English","84","New York","Aug 9, 1954","Newsweek",1954,"44","https://www.proquest.com/magazines/shadow-things-come/docview/1843950349/se-2?accountid=14696","Photographs","84","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=44&amp;issue=6&amp;title=Newsweek&amp;spage=84&amp;date=1954-08-09&amp;atitle=Shadow+of+Things+to+Come&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"51",1954-09-13,1954,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1954-09-13_44_11 (N=1)",154,"batch6_154.pdf","The High Cost of Politics","FROM time to time over the past few years I have offered in this magazine various discourses, critical in nature, on some of the vast reclamation and power projects before Congress. During the past five months I have devoted a number of pieces to two glaring examples of uneconomic spending proposals, the Fryingpan transmountain diversion in Colorado and the Upper Colorado storage project.","1879132257","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Sep 13, 1954","0028-9604","11","English","English","116","New York","Sep 13, 1954","Newsweek",1954,"44","https://www.proquest.com/magazines/high-cost-politics/docview/1879132257/se-2?accountid=14696","Photographs","116","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=44&amp;issue=11&amp;title=Newsweek&amp;spage=116&amp;date=1954-09-13&amp;atitle=The+High+Cost+of+Politics&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"52",1954-10-25,1954,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1954-10-25_44_17 (N=1)",148,"batch6_148.pdf","The Little Pink Partner","THE partnership between the Democratic and Liberal Party in New York is a blend of mauve and pink. In the last four Presidential elections in New York State more Republican than Democratic votes were cast.","1843950019","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Oct 25, 1954","0028-9604","17","English","English","112","New York","Oct 25, 1954","Newsweek",1954,"44","https://www.proquest.com/magazines/little-pink-partner/docview/1843950019/se-2?accountid=14696","Photographs","112","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=44&amp;issue=17&amp;title=Newsweek&amp;spage=112&amp;date=1954-10-25&amp;atitle=The+Little+Pink+Partner&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"53",1954-11-08,1954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1954-11-08_44_19 (N=1)",146,"batch6_146.pdf","Stevenson, Kefauver, Lausche","WITH the election of 1954 tucked away in history, there begins a brisk race for the Democratic Presidential nomination. There will be no announcements for a while, because there is a political conviction that it is bad to start an open hunt for votes too soon. The first in the race draws opposition from all sides, and if he starts early enough, the public tires of his merchandise.","1843956507","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Nov 8, 1954","0028-9604","19","English","English","104","New York","Nov 8, 1954","Newsweek",1954,"44","https://www.proquest.com/magazines/stevenson-kefauver-lausche/docview/1843956507/se-2?accountid=14696","Photographs","104","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=44&amp;issue=19&amp;title=Newsweek&amp;spage=104&amp;date=1954-11-08&amp;atitle=Stevenson%2C+Kefauver%2C+Lausche&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"54",1954-12-27,1954,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1954-12-27_44_26 (N=1)",139,"batch6_139.pdf","Endowed by Their Creator","AMERICANS might well recall, in this critical phase of the struggle with the Communist world, that the basis of their common interest with the other non-Communist nations is a belief in the law of nations based in large part upon natural law, which is utterly denied by the Marxist creed.","1879115499","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Dec 27, 1954","0028-9604","26","English","English","68","New York","Dec 27, 1954","Newsweek",1954,"44","https://www.proquest.com/magazines/endowed-their-creator/docview/1879115499/se-2?accountid=14696","Photographs","68","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=44&amp;issue=26&amp;title=Newsweek&amp;spage=68&amp;date=1954-12-27&amp;atitle=Endowed+by+Their+Creator&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"55",1956-01-30,1956,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1956-01-30_47_5 (N=1)",85,"batch6_85.pdf","The MacArthur Epic","THE initial Communist thrust into South Korea was confronted by only a poorly trained constabulary force of South Koreans. The only other forces of the free world within thousands of miles were the American occupation troops in Japan and some elements of the American Navy and Air Force.","1843938403","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Jan 30, 1956","0028-9604","5","English","English","104","New York","Jan 30, 1956","Newsweek",1956,"47","https://www.proquest.com/magazines/macarthur-epic/docview/1843938403/se-2?accountid=14696","Photographs","104","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=47&amp;issue=5&amp;title=Newsweek&amp;spage=104&amp;date=1956-01-30&amp;atitle=The+MacArthur+Epic&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"56",1956-02-06,1956,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1956-02-06_47_6 (N=1)",84,"batch6_84.pdf","New Acres for Old","IN THE President's State of the Union message, separated by only a few sentences are two recommendations: ""I shall urge authorization of a soilbank program to alleviate the problem of diverted acres and an overextended agricultural plant . . ."" and ""I strongly recommend that action be taken at this session on such wholly Federal projects as the Colorado River storage project and the Fryingpan-Arkansas project . . .""","1866699963","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Feb 6, 1956","0028-9604","6","English","English","92","New York","Feb 6, 1956","Newsweek",1956,"47","https://www.proquest.com/magazines/new-acres-old/docview/1866699963/se-2?accountid=14696","Photographs","92","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=47&amp;issue=6&amp;title=Newsweek&amp;spage=92&amp;date=1956-02-06&amp;atitle=New+Acres+for+Old&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"57",1956-03-05,1956,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1956-03-05_47_10 (N=1)",80,"batch6_80.pdf","Senator Kerr's Trojan Horse","THE President, in his budget message last year, made a guarded reference to the possibility of permitting the Tennessee Valley Authority to issue its own revenue bonds in order to relieve the budget of annual appropriations and presumably to avoid the ceiling on the national debt.","1883562624","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Mar 5, 1956","0028-9604","10","English","English","96","New York","Mar 5, 1956","Newsweek",1956,"47","https://www.proquest.com/magazines/senator-kerrs-trojan-horse/docview/1883562624/se-2?accountid=14696","Photographs","96","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=47&amp;issue=10&amp;title=Newsweek&amp;spage=96&amp;date=1956-03-05&amp;atitle=Senator+Kerr%27s+Trojan+Horse&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"58",1956-04-02,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1956-04-02_47_14 (N=1)",76,"batch6_76.pdf","Fragile Statesman","IT was probably destined, when nature wove together the strands that became the personality of Adlai Stevenson, that ""at some disputed barricade"" his rendezvous would be not with glory but with bitter frustration. The tragedy which befell Stevenson in Minnesota was implicit in the nature of the man.","1879116286","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Apr 2, 1956","0028-9604","14","English","English","100","New York","Apr 2, 1956","Newsweek",1956,"47","https://www.proquest.com/magazines/fragile-statesman/docview/1879116286/se-2?accountid=14696","Photographs","100","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=47&amp;issue=14&amp;title=Newsweek&amp;spage=100&amp;date=1956-04-02&amp;atitle=Fragile+Statesman&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"59",1956-05-21,1956,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1956-05-21_47_21 (N=1)",69,"batch6_69.pdf","Low Blows at High Dams","IN AUGUST 1951 I presented in this space my first article about the Hells Canyon controversy. I have commented on the subject from time to time since. Meanwhile, Congress ha. repeatedly refused to authorize the Federal dam proposed by public-power zealots; the Eisenhower Administration has withdrawn its objections to the alternative plan of the Idaho Power Co.; and the Federal Power Commission has decided against the Federal dam and has given Idaho Power license to proceed.","1866701423","Magazines","Moley, Raymond","© IBT Media, Inc","Article","May 21, 1956","0028-9604","21","English","English","124","New York","May 21, 1956","Newsweek",1956,"47","https://www.proquest.com/magazines/low-blows-at-high-dams/docview/1866701423/se-2?accountid=14696","Photographs","124","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=47&amp;issue=21&amp;title=Newsweek&amp;spage=124&amp;date=1956-05-21&amp;atitle=Low+Blows+at+High+Dams&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"60",1956-06-18,1956,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1956-06-18_47_25 (N=1)",65,"batch6_65.pdf","Big-Business Myths: THE GAME","SINCE big business will once more be an issue this year, let us note the ripe—perhaps overripe—reflections on the subject by a major Democratic seer. For Joseph C. O'Mahoney has made a career of two ideas—the evils of bigness and the need for Federal incorporation.","1894153414","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Jun 18, 1956","0028-9604","25","English","English","132","New York","Jun 18, 1956","Newsweek",1956,"47","https://www.proquest.com/magazines/big-business-myths/docview/1894153414/se-2?accountid=14696","Photographs","132","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=47&amp;issue=25&amp;title=Newsweek&amp;spage=132&amp;date=1956-06-18&amp;atitle=Big-Business+Myths&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"61",1956-07-30,1956,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1956-07-30_48_5 (N=1)",59,"batch6_59.pdf","Washington Turns Right: REMARKABLE GROWTH","SEATTLE, Wash.—The Senatorial career of the redoubtable Warren G. Magnuson may be drawing to a close. He was an authentic product of New Dealism. He entered public life—and public jobs have occupied him almost continuously during his adult years—in the depth of the depression, served through various local jobs, was elected to the House of Representatives in the great Roosevelt sweep of 1936, and remained there until elevated to the Senate in 1944.","1895338783","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Jul 30, 1956","0028-9604","5","English","English","88","New York","Jul 30, 1956","Newsweek",1956,"48","https://www.proquest.com/magazines/washington-turns-right/docview/1895338783/se-2?accountid=14696","Photographs","88","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=48&amp;issue=5&amp;title=Newsweek&amp;spage=88&amp;date=1956-07-30&amp;atitle=Washington+Turns+Right&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"62",1956-08-13,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1956-08-13_48_7 (N=1)",57,"batch6_57.pdf","Light on an Old Fraud: INDEPENDENTS SCORNED","IN WHAT history may call the great Stassen gaffe, the principal therein proposed to ignore the preferences of a great majority of Republican leaders and to present a ticket to please some people in the Republican Party, ""in labor, minorities, and independents"" and ""the independent people at home, important portions of the population abroad, and the uncommitted nations in the world."" Only somewhat less befuddled are those who have been telling us for some years that Republicans should ignore their own party membership and prepare a ticket and program to convert Democrats and to cozen ""independents."" This strategy—very popular these days with people who, while paying lip service to the President, would attack the Republican Party—assumes that there is a fixed number of Democrats and Republicans, with a decisive minority of so-called independents. The conclusion that they would have us draw is that the only way a candidate on the Republican ticket can win is to look so much and talk so much like a ""liberal"" Democrat that voters will switch sides and elect him. This concept I have called ""the myth of a static electorate."" The fallacy behind it is the idea that political action is concerned with conversion, or perhaps reconversion. On the other hand, true masters of politics design political activity—all the printing and oratory, all the piety and wit—to inspire party members with confidence and to stir the sympathetic but lazy to get out and vote. The late Ed Flynn of the Bronx, up to the end F.D.R.'s most intimate political mentor, told me back in the 1930s that his strategy and Mr. Roosevelt's was to assume the loyalty of Democrats who had voted for the party before 1932 and to aim at people who had not been voting but who were radical in outlook. Flynn and Mr. Roosevelt scoffed at the idea of converting Republicans. They were people to attack, not flatter. Flynn scorned the idea of ""independents."" I studied two British elections at firsthand, in 1950 and 1955, and talked with many professional workers in both parties in England, Scotland, and Wales. The lasting lesson I learned was that those realists paid little attention to opposition voters. They used their resources to get out every sympathizer, and many needed plenty of prodding. The contest was a matter of efficiency, and since there were twice as many professional Conservative agents, the victory went to that party. It was left to the theorists in London and Oxford to believe that speeches were decisive. ""Independents"" over there are contemptuously known as ""floaters."" So far as I know, Billy Graham is not trying to turn Catholics and Jews into Methodists and Baptists, but to get at the unaffiliated. He is much too wise to call the unwashed and unsaved ""independent."" In 1952 Stevenson received about 27 million votes, which is roughly the sum of Truman's (1948) 24 million, Wallace's and Thurmond's (1948) 1 million each, and a million more new voters in old Democratic families. Mr. Eisenhower received Dewey's 22 million plus some millions who had been conservatively inclined but indifferent in 1948, plus a number of new voters. Except in the South, there were few conversions. While the 1952 vote was large, there were and are somewhere around 40 million eligibles who failed to vote. That is the market for votes where either party may find a majority. Those nonvoting eligibles are not ""independent."" They are merely inactive. Republicans may confidently assume that more that half of them are inclined to conservatism. The people who are talking about a static electorate also say that, since Democratic candidates for the House received in 1952 more votes than Republican candidates, the Republican Party is a permanent minority. They fail to add that there were 93 districts in which there were no contests and that 82 of them were Democratic. In all contested districts Republican candidates were 3,282,000 votes ahead. Except in describing a single election, it is absurd to talk about minority or majority parties. The size of a party's vote is whatever zeal and hard work can make it.","1850801068","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Aug 13, 1956","0028-9604","2","English","English","100","New York","Aug 13, 1956","Newsweek",1956,"48","https://www.proquest.com/magazines/light-on-old-fraud/docview/1850801068/se-2?accountid=14696","Photographs","100","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=48&amp;issue=2&amp;title=Newsweek&amp;spage=100&amp;date=1956-08-13&amp;atitle=Light+on+an+Old+Fraud&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"63",1956-09-10,1956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1956-09-10_48_11 (N=1)",54,"batch6_54.pdf","A Matter of Loyalty: ROLL-CALL ANALYSIS","LOS ANGELES—In his Chicago acceptance speech Adlai Stevenson said: ""The truth is that President Eisenhower, cynically coveted as a candidate but ignored as a leader, is largely indebted to Democrats in Congress for what accomplishments he can claim.""","1879122747","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Sep 10, 1956","0028-9604","11","English","English","112","New York","Sep 10, 1956","Newsweek",1956,"48","https://www.proquest.com/magazines/matter-loyalty/docview/1879122747/se-2?accountid=14696","Photographs","112","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=48&amp;issue=11&amp;title=Newsweek&amp;spage=112&amp;date=1956-09-10&amp;atitle=A+Matter+of+Loyalty&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"64",1956-10-22,1956,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"1956-10-22_48_17 (N=1)",48,"batch6_48.pdf","The Power to Destroy: REFORM","That canny maestro, James A. Finnegan, says that of all the issues with which he hopes to elevate Adlai Stevenson to the White House, ""big business"" is the most valuable. And so the Stevenson-Kefauver theme is that the bigs are the deadly enemies of the smalls, driving some into bankruptcy and devouring others by mergers.","1850819174","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Oct 22, 1956","0028-9604","17","English","English","120","New York","Oct 22, 1956","Newsweek",1956,"48","https://www.proquest.com/magazines/power-destroy/docview/1850819174/se-2?accountid=14696","Photographs","120","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=48&amp;issue=17&amp;title=Newsweek&amp;spage=120&amp;date=1956-10-22&amp;atitle=The+Power+to+Destroy&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"65",1956-11-05,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1956-11-05_48_19 (N=1)",46,"batch6_46.pdf","While Time Remains: DEMOCRATIC FUTURE","IT MAY be of passing interest to a reader of this piece that since the issue of April 2 I have made only a passing reference or two in these essays to Adlai Stevenson or his collaborator, Estes Kefauver. At that time, under the title ""Fragile States man,"" it seemed that I had written all that need be said.","1843933026","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Nov 5, 1956","0028-9604","19","English","English","120","New York","Nov 5, 1956","Newsweek",1956,"48","https://www.proquest.com/magazines/while-time-remains/docview/1843933026/se-2?accountid=14696","Photographs","120","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=48&amp;issue=19&amp;title=Newsweek&amp;spage=120&amp;date=1956-11-05&amp;atitle=While+Time+Remains&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"66",1956-12-10,1956,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1956-12-10_48_24 (N=1)",41,"batch6_41.pdf","Ike's Fateful Choice: EVIDENCE","SHORTLY after the election, the AP quoted some anonymous bureaucrat to the effect that at ""The Vice Presidential and Cabinet"" level there would now be ""a long, hard look"" at the Administration's power policies. This has been interpreted to mean that because of the defeat of Republican candidates for the Senate in Oregon, Washington, and Idaho the Administration may scuttle its partnership policy and favor heavy spending for Federal projects in those states.","1879142180","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Dec 10, 1956","0028-9604","24","English","English","124","New York","Dec 10, 1956","Newsweek",1956,"48","https://www.proquest.com/magazines/ikes-fateful-choice/docview/1879142180/se-2?accountid=14696","Photographs","124","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=48&amp;issue=24&amp;title=Newsweek&amp;spage=124&amp;date=1956-12-10&amp;atitle=Ike%27s+Fateful+Choice&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"67",1958-01-27,1958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1958-01-27_51_4 (N=1)",33,"batch5_33.pdf","Keys to Atomic Power—II: CREATIVE TECHNOLOGY","SCIENCE, pure and applied, is an unending quest for the mastery of nature, chiefly for providing better material means for living. What is now known of nuclear energy is only a foretaste and an incentive to further research and the application of research to practical ends.","1883559456","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Jan 27, 1958","0028-9604","4","English","English","100","New York","Jan 27, 1958","Newsweek",1958,"51","https://www.proquest.com/magazines/keys-atomic-power-ii/docview/1883559456/se-2?accountid=14696","Photographs","100","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=51&amp;issue=4&amp;title=Newsweek&amp;spage=100&amp;date=1958-01-27&amp;atitle=Keys+to+Atomic+Power%E2%80%94II&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"68",1958-02-17,1958,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1958-02-17_51_7 (N=1)",30,"batch5_30.pdf","Keys to Atomic Power—IV: MANUFACTURING","IN 1953 the President made a speech, written by a promotion-minded subordinate, which oversold the extent and immediacy of civilian nuclear electric power. Many Americans envisioned homes supplied with electricity from the atom, automobiles, ships, and aircraft with reactors, and do-it-yourself boys rigging contraptions in the cellar or woodshed.","1843947902","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Feb 17, 1958","0028-9604","7","English","English","112","New York","Feb 17, 1958","Newsweek",1958,"51","https://www.proquest.com/magazines/keys-atomic-power-iv/docview/1843947902/se-2?accountid=14696","Photographs","112","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=51&amp;issue=7&amp;title=Newsweek&amp;spage=112&amp;date=1958-02-17&amp;atitle=Keys+to+Atomic+Power%E2%80%94IV&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"69",1958-03-24,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1958-03-24_51_12 (N=1)",25,"batch5_25.pdf","The Test in Arizona: THE HANDICAP","PHOENIX—This year Arizona and California will be centers of great national political interest. For in the campaigns there will be two of the most notable senators in Washington, Barry M. Goldwater and William F. Knowland—the former running for reelection, and the latter for governor.","1843936090","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Mar 24, 1958","0028-9604","12","English","English","112","New York","Mar 24, 1958","Newsweek",1958,"51","https://www.proquest.com/magazines/test-arizona/docview/1843936090/se-2?accountid=14696","Photographs","112","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=51&amp;issue=12&amp;title=Newsweek&amp;spage=112&amp;date=1958-03-24&amp;atitle=The+Test+in+Arizona&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
"70",1958-04-07,1958,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1958-04-07_51_14 (N=1)",23,"batch5_23.pdf","The Great What-Is-It","PRESIDENT EISENHOWER has asked Congress ""to provide for the temporary continuation of unemploymentcompensation benefits to otherwise eligible individuals who have exhausted their benefits under state and Federal laws."" The additional benefits would be paid directly to individuals, either by the Federal government or through the states.","1832543492","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Apr 7, 1958","0028-9604","14","English","English","104","New York","Apr 7, 1958","Newsweek",1958,"51","https://www.proquest.com/magazines/great-what-is/docview/1832543492/se-2?accountid=14696","Photographs","104","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=51&amp;issue=14&amp;title=Newsweek&amp;spage=104&amp;date=1958-04-07&amp;atitle=The+Great+What-Is-It&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive"
